"Refid","Author","Title","Abstract","Date","Journal","PMID","User","Level","Were you able to find the article? ","Type of Study","Speciality Bucket -> Anesthesia","Speciality Bucket -> Cardiology","Speciality Bucket -> Dermatology","Speciality Bucket -> Emergency Medicine","Speciality Bucket -> Family Medicine","Speciality Bucket -> Gastroenterology","Speciality Bucket -> Geriatrics","Speciality Bucket -> General","Speciality Bucket -> Hematology","Speciality Bucket -> ICU","Speciality Bucket -> Infectious Disease","Speciality Bucket -> Immunology","Speciality Bucket -> Internal Medicine","Speciality Bucket -> Medical Education","Speciality Bucket -> Microbiology","Speciality Bucket -> Nephrology","Speciality Bucket -> Neurology","Speciality Bucket -> OBGYN","Speciality Bucket -> Oncology","Speciality Bucket -> Ophthalmology","Speciality Bucket -> Palliative Care","Speciality Bucket -> Pathology","Speciality Bucket -> Pediatrics","Speciality Bucket -> Public Health","Speciality Bucket -> Psych","Speciality Bucket -> Respirology","Speciality Bucket -> Rheumatology","Speciality Bucket -> Radiology","Speciality Bucket -> Surgery","Speciality Bucket -> Urology","Type Bucket -> Evidence-based guidance documents and guidelines","Type Bucket -> High quality observational  studies (cohort, case-control studies, etc.)","Type Bucket -> High quality experimental studies (RCTs)","Type Bucket -> Natural history studies","Type Bucket -> Case report","Type Bucket -> Lab studies","Type Bucket -> Reports of interventions/treatments","Type Bucket -> Imaging studies","Type Bucket -> Letter to the Editor/Opinion/Narrative Review","Type Bucket -> Statistical modelling/analytical studies","Should this reference be included in the next stage? ",
"1218","SK Brooks, RK Webster, LE Smith, L Woodland, S Wessely, N Greenberg, GJ Rubin","The psychological impact of quarantine and how to reduce it: rapid review of the evidence.","The December, 2019 coronavirus disease outbreak has seen many countries ask people who have potentially come into contact with the infection to isolate themselves at home or in a dedicated quarantine facility. Decisions on how to apply quarantine should be based on the best available evidence. We did a Review of the psychological impact of quarantine using three electronic databases. Of 3166 papers found, 24 are included in this Review. Most reviewed studies reported negative psychological effects including post-traumatic stress symptoms, confusion, and anger. Stressors included longer quarantine duration, infection fears, frustration, boredom, inadequate supplies, inadequate information, financial loss, and stigma. Some researchers have suggested long-lasting effects. In situations where quarantine is deemed necessary, officials should quarantine individuals for no longer than required, provide clear rationale for quarantine and information about protocols, and ensure sufficient supplies are provided. Appeals to altruism by reminding the public about the benefits of quarantine to wider society can be favourable.  ","03 2020","Lancet (London, England)","32112714","Meghanglibbery","1","Yes","Systematic Review",,,,,,,,"General",,,,,,,,,,,,,,,,,"Psych",,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,"Letter to the Editor/Opinion/Narrative Review",,"Yes",
"1220","XL Ma, Z Chen, JJ Zhu, XX Shen, MY Wu, LP Shi, LZ Du, JF Fu, Q Shu","Management strategies of neonatal jaundice during the coronavirus disease 2019 outbreak.","The outbreak of coronavirus disease 2019 (COVID-19; formally known as 2019-nCoV) has become a most challenging health emergency. Owing to rigorous quarantine and control measures taken in China, routine neonatal health surveillance and follow-up have become challenging. Without follow-up surveillance, some rapid and progressive newborn diseases, such as bilirubin encephalopathy, may be ignored. The characteristics of onset age of kernicterus suggest that monitoring of bilirubin level at home provides a useful way to alert hospital visits and to prevent the development of extremely hyperbilirubinemia. Therefore, we developed an online follow-up program for convenient monitoring of bilirubin level of newborns that is based on our practical experiences. The aim is to make our management strategies of neonatal jaundice tailored to the infection prevention and control during the COVID-19 epidemic.  ","Feb 2020","World journal of pediatrics : WJP","32112336","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,"Pediatrics",,,,,,,,,,,,,,,,"Letter to the Editor/Opinion/Narrative Review",,"Yes",
"1220","XL Ma, Z Chen, JJ Zhu, XX Shen, MY Wu, LP Shi, LZ Du, JF Fu, Q Shu","Management strategies of neonatal jaundice during the coronavirus disease 2019 outbreak.","The outbreak of coronavirus disease 2019 (COVID-19; formally known as 2019-nCoV) has become a most challenging health emergency. Owing to rigorous quarantine and control measures taken in China, routine neonatal health surveillance and follow-up have become challenging. Without follow-up surveillance, some rapid and progressive newborn diseases, such as bilirubin encephalopathy, may be ignored. The characteristics of onset age of kernicterus suggest that monitoring of bilirubin level at home provides a useful way to alert hospital visits and to prevent the development of extremely hyperbilirubinemia. Therefore, we developed an online follow-up program for convenient monitoring of bilirubin level of newborns that is based on our practical experiences. The aim is to make our management strategies of neonatal jaundice tailored to the infection prevention and control during the COVID-19 epidemic.  ","Feb 2020","World journal of pediatrics : WJP","32112336","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,"Pediatrics",,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,"Letter to the Editor/Opinion/Narrative Review",,"Yes",
"1221","KQ Kam, CF Yung, L Cui, R Lin Tzer Pin, TM Mak, M Maiwald, J Li, CY Chong, K Nadua, NWH Tan, KC Thoon","A Well Infant with Coronavirus Disease 2019 (COVID-19) with High Viral Load.","A well 6-month-old infant with coronavirus disease 2019 (COVID-19) had persistently positive nasopharyngeal swabs to day 16 of admission. This case highlights the difficulties in establishing the true incidence of COVID-19 as asymptomatic individuals can excrete the virus. These patients may play important roles in human-to-human transmission in the community.  ","Feb 2020","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","32112082","kearneh","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,,,,,,,"Pediatrics",,,,,,,,,,,,"Case report",,,,,,"Yes",
"1221","KQ Kam, CF Yung, L Cui, R Lin Tzer Pin, TM Mak, M Maiwald, J Li, CY Chong, K Nadua, NWH Tan, KC Thoon","A Well Infant with Coronavirus Disease 2019 (COVID-19) with High Viral Load.","A well 6-month-old infant with coronavirus disease 2019 (COVID-19) had persistently positive nasopharyngeal swabs to day 16 of admission. This case highlights the difficulties in establishing the true incidence of COVID-19 as asymptomatic individuals can excrete the virus. These patients may play important roles in human-to-human transmission in the community.  ","Feb 2020","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","32112082","Meghanglibbery","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,,,,,,,"Pediatrics",,,,,,,,,,,,"Case report",,,,,,"Yes",
"1222","J Cai, J Xu, D Lin, Z Yang, L Xu, Z Qu, Y Zhang, H Zhang, R Jia, P Liu, X Wang, Y Ge, A Xia, H Tian, H Chang, C Wang, J Li, J Wang, M Zeng","A Case Series of children with 2019 novel coronavirus infection: clinical and epidemiological features.","We first described the 2019 novel coronavirus infection in 10 children occurring in areas other than Wuhan. The coronavirus diseases in children are usually mild and epidemiological exposure is a key clue to recognize pediatric case. Prolonged virus shedding is observed in respiratory tract and feces at the convalescent stage.  ","Feb 2020","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","32112072","Daniellevin","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,,,,,,,"Pediatrics",,,,,,,,,,,,"Case report",,,,,,"Yes",
"1222","J Cai, J Xu, D Lin, Z Yang, L Xu, Z Qu, Y Zhang, H Zhang, R Jia, P Liu, X Wang, Y Ge, A Xia, H Tian, H Chang, C Wang, J Li, J Wang, M Zeng","A Case Series of children with 2019 novel coronavirus infection: clinical and epidemiological features.","We first described the 2019 novel coronavirus infection in 10 children occurring in areas other than Wuhan. The coronavirus diseases in children are usually mild and epidemiological exposure is a key clue to recognize pediatric case. Prolonged virus shedding is observed in respiratory tract and feces at the convalescent stage.  ","Feb 2020","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","32112072","Meghanglibbery","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,,,,,,,"Pediatrics",,,,,,,,,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,"Yes",
"1228","TM Chen, J Rui, QP Wang, ZY Zhao, JA Cui, L Yin","A mathematical model for simulating the phase-based transmissibility of a novel coronavirus.","BACKGROUND: As reported by the World Health Organization, a novel coronavirus (2019-nCoV) was identified as the causative virus of Wuhan pneumonia of unknown etiology by Chinese authorities on 7 January, 2020. The virus was named as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) by International Committee on Taxonomy of Viruses on 11 February, 2020. This study aimed to develop a mathematical model for calculating the transmissibility of the virus.  METHODS: In this study, we developed a Bats-Hosts-Reservoir-People transmission network model for simulating the potential transmission from the infection source (probably be bats) to the human infection. Since the Bats-Hosts-Reservoir network was hard to explore clearly and public concerns were focusing on the transmission from Huanan Seafood Wholesale Market (reservoir) to people, we simplified the model as Reservoir-People (RP) transmission network model. The next generation matrix approach was adopted to calculate the basic reproduction number (R) from the RP model to assess the transmissibility of the SARS-CoV-2.  RESULTS: The value of R was estimated of 2.30 from reservoir to person and 3.58 from person to person which means that the expected number of secondary infections that result from introducing a single infected individual into an otherwise susceptible population was 3.58.  CONCLUSIONS: Our model showed that the transmissibility of SARS-CoV-2 was higher than the Middle East respiratory syndrome in the Middle East countries, similar to severe acute respiratory syndrome, but lower than MERS in the Republic of Korea.  ","Feb 2020","Infectious diseases of poverty","32111262","Daniellevin","1","Yes","Statistical modelling/analytical study",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Statistical modelling/analytical studies","Yes",
"1228","TM Chen, J Rui, QP Wang, ZY Zhao, JA Cui, L Yin","A mathematical model for simulating the phase-based transmissibility of a novel coronavirus.","BACKGROUND: As reported by the World Health Organization, a novel coronavirus (2019-nCoV) was identified as the causative virus of Wuhan pneumonia of unknown etiology by Chinese authorities on 7 January, 2020. The virus was named as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) by International Committee on Taxonomy of Viruses on 11 February, 2020. This study aimed to develop a mathematical model for calculating the transmissibility of the virus.  METHODS: In this study, we developed a Bats-Hosts-Reservoir-People transmission network model for simulating the potential transmission from the infection source (probably be bats) to the human infection. Since the Bats-Hosts-Reservoir network was hard to explore clearly and public concerns were focusing on the transmission from Huanan Seafood Wholesale Market (reservoir) to people, we simplified the model as Reservoir-People (RP) transmission network model. The next generation matrix approach was adopted to calculate the basic reproduction number (R) from the RP model to assess the transmissibility of the SARS-CoV-2.  RESULTS: The value of R was estimated of 2.30 from reservoir to person and 3.58 from person to person which means that the expected number of secondary infections that result from introducing a single infected individual into an otherwise susceptible population was 3.58.  CONCLUSIONS: Our model showed that the transmissibility of SARS-CoV-2 was higher than the Middle East respiratory syndrome in the Middle East countries, similar to severe acute respiratory syndrome, but lower than MERS in the Republic of Korea.  ","Feb 2020","Infectious diseases of poverty","32111262","Meghanglibbery","1","Yes","Animal or Laboratory Study",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Statistical modelling/analytical studies","Yes",
"1231","J Pang, MX Wang, IYH Ang, SHX Tan, RF Lewis, JI Chen, RA Gutierrez, SXW Gwee, PEY Chua, Q Yang, XY Ng, RK Yap, HY Tan, YY Teo, CC Tan, AR Cook, JC Yap, LY Hsu","Potential Rapid Diagnostics, Vaccine and Therapeutics for 2019 Novel Coronavirus (2019-nCoV): A Systematic Review.","Rapid diagnostics, vaccines and therapeutics are important interventions for the management of the 2019 novel coronavirus (2019-nCoV) outbreak. It is timely to systematically review the potential of these interventions, including those for Middle East respiratory syndrome-Coronavirus (MERS-CoV) and severe acute respiratory syndrome (SARS)-CoV, to guide policymakers globally on their prioritization of resources for research and development. A systematic search was carried out in three major electronic databases (PubMed, Embase and Cochrane Library) to identify published studies in accordance with the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines. Supplementary strategies through Google Search and personal communications were used. A total of 27 studies fulfilled the criteria for review. Several laboratory protocols for confirmation of suspected 2019-nCoV cases using real-time reverse transcription polymerase chain reaction (RT-PCR) have been published. A commercial RT-PCR kit developed by the Beijing Genomic Institute is currently widely used in China and likely in Asia. However, serological assays as well as point-of-care testing kits have not been developed but are likely in the near future. Several vaccine candidates are in the pipeline. The likely earliest Phase 1 vaccine trial is a synthetic DNA-based candidate. A number of novel compounds as well as therapeutics licensed for other conditions appear to have in vitro efficacy against the 2019-nCoV. Some are being tested in clinical trials against MERS-CoV and SARS-CoV, while others have been listed for clinical trials against 2019-nCoV. However, there are currently no effective specific antivirals or drug combinations supported by high-level evidence.  ","Feb 2020","Journal of clinical medicine","32110875","Daniellevin","1","Yes","Systematic Review",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,"Reports of interventions/treatments",,,,"Yes",
