"Refid","Author","Title","Date","Journal","PMID","User","Level","Were you able to find the article? ","Type of Study","Sample Size","Sample Size is >5 (Case Reports ONLY) ","Speciality Bucket -> Anesthesia","Speciality Bucket -> Cardiology","Speciality Bucket -> Emergency Medicine","Speciality Bucket -> Family Medicine","Speciality Bucket -> Gastroenterology","Speciality Bucket -> General","Speciality Bucket -> Immunology","Speciality Bucket -> Internal Medicine","Speciality Bucket -> ICU","Speciality Bucket -> Medical Education","Speciality Bucket -> OBGYN","Speciality Bucket -> Oncology","Speciality Bucket -> Peds","Speciality Bucket -> Psych","Speciality Bucket -> Respirology","Speciality Bucket -> Rheumatology","Speciality Bucket -> Radiology","Speciality Bucket -> Other","Speciality Bucket -> Other (COMMENT)","Speciality Bucket -> Can't tell","Type Bucket -> Evidence-based guidance documents and guidelines","Type Bucket -> High quality descriptive studies","Type Bucket -> Natural history studies","Type Bucket -> Case report","Type Bucket -> Reports of interventions/treatments","Type Bucket -> Imaging studies","Type Bucket -> Letter to the Editor/Opinion","Type Bucket -> Other","Type Bucket -> Other (COMMENT)","Type Bucket -> Can't tell","Should this reference be included in the next stage? ",
"549","K Nakajima, H Kato, T Yamashiro, T Izumi, I Takeuchi, H Nakajima, D Utsunomiya","COVID-19 pneumonia: infection control protocol inside computed tomography suites.","Mar 2020","Japanese journal of radiology","32185669","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,"Radiology",,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"549","K Nakajima, H Kato, T Yamashiro, T Izumi, I Takeuchi, H Nakajima, D Utsunomiya","COVID-19 pneumonia: infection control protocol inside computed tomography suites.","Mar 2020","Japanese journal of radiology","32185669","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,,,,,,,,,,,,"Radiology",,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"581","H Yu, X Sun, WD Solvang, X Zhao","Reverse Logistics Network Design for Effective Management of Medical Waste in Epidemic Outbreaks: Insights from the Coronavirus Disease 2019 (COVID-19) Outbreak in Wuhan (China).","03 2020","International journal of environmental research and public health","32182811","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,"Other","Medical waste",,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"581","H Yu, X Sun, WD Solvang, X Zhao","Reverse Logistics Network Design for Effective Management of Medical Waste in Epidemic Outbreaks: Insights from the Coronavirus Disease 2019 (COVID-19) Outbreak in Wuhan (China).","03 2020","International journal of environmental research and public health","32182811","becky.jones","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,"Other","Medical Waste",,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"585","CF Tam, KS Cheung, S Lam, A Wong, A Yung, M Sze, YM Lam, C Chan, TC Tsang, M Tsui, HF Tse, CW Siu","Impact of Coronavirus Disease 2019 (COVID-19) Outbreak on ST-Segment-Elevation Myocardial Infarction Care in Hong Kong, China.","Mar 2020","Circulation. Cardiovascular quality and outcomes","32182131","kearneh","1","Yes","Case Series/Report","7","Yes",,"Cardiology","Emergency Medicine",,,,,,,,,,,,,,,,,,,,,"Case report",,,"Letter to the Editor/Opinion",,,,"Yes",
"585","CF Tam, KS Cheung, S Lam, A Wong, A Yung, M Sze, YM Lam, C Chan, TC Tsang, M Tsui, HF Tse, CW Siu","Impact of Coronavirus Disease 2019 (COVID-19) Outbreak on ST-Segment-Elevation Myocardial Infarction Care in Hong Kong, China.","Mar 2020","Circulation. Cardiovascular quality and outcomes","32182131","becky.jones","1","Yes","Case Series/Report",,,,"Cardiology",,,,,,"Internal Medicine",,,,,,,,,,,,,,,,"Case report",,,,,,,"Yes",
"588","Y Gao, T Li, M Han, X Li, D Wu, Y Xu, Y Zhu, Y Liu, X Wang, L Wang","Diagnostic Utility of Clinical Laboratory Data Determinations for Patients with the Severe COVID-19.","Mar 2020","Journal of medical virology","32181911","kearneh","1","Yes","Case Series/Report","43","Yes",,,,,,"General",,"Internal Medicine",,,,,,,,,,,,,,"High quality descriptive studies",,,,,,,,,"Yes",
"588","Y Gao, T Li, M Han, X Li, D Wu, Y Xu, Y Zhu, Y Liu, X Wang, L Wang","Diagnostic Utility of Clinical Laboratory Data Determinations for Patients with the Severe COVID-19.","Mar 2020","Journal of medical virology","32181911","becky.jones","1","Yes","Case Control Studies","43","Yes",,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,"Case report",,,,,,,"Yes",
"590","R Qu, Y Ling, YH Zhang, LY Wei, X Chen, XM Li, XY Liu, HM Liu, Z Guo, H Ren, Q Wang","Platelet-to-lymphocyte ratio is associated with prognosis in patients with coronavirus disease-19.","Mar 2020","Journal of medical virology","32181903","kearneh","1","Yes","Case Series/Report","30","Yes",,,,,,,"Immunology","Internal Medicine",,,,,,,,,,,,,,,,"Case report",,,,,,,"Yes",
"590","R Qu, Y Ling, YH Zhang, LY Wei, X Chen, XM Li, XY Liu, HM Liu, Z Guo, H Ren, Q Wang","Platelet-to-lymphocyte ratio is associated with prognosis in patients with coronavirus disease-19.","Mar 2020","Journal of medical virology","32181903","becky.jones","1","Yes","Case Series/Report","30","Yes",,,,,,,,"Internal Medicine",,,,,,,,,,,,,,"High quality descriptive studies",,"Case report",,,,,,,"Yes",
"595","GQ Qian, NB Yang, F Ding, AHY Ma, ZY Wang, YF Shen, CW Shi, X Lian, JG Chu, L Chen, ZY Wang, DW Ren, GX Li, XQ Chen, HJ Shen, XM Chen","Epidemiologic and Clinical Characteristics of 91 Hospitalized Patients with COVID-19 in Zhejiang, China: A retrospective, multi-centre case series.","Mar 2020","QJM : monthly journal of the Association of Physicians","32181807","kearneh","1","Yes","Case Series/Report","91","Yes",,,,,,"General",,,,,,,,,,,,,,,,,"Natural history studies","Case report",,,,,,,"Yes",
"595","GQ Qian, NB Yang, F Ding, AHY Ma, ZY Wang, YF Shen, CW Shi, X Lian, JG Chu, L Chen, ZY Wang, DW Ren, GX Li, XQ Chen, HJ Shen, XM Chen","Epidemiologic and Clinical Characteristics of 91 Hospitalized Patients with COVID-19 in Zhejiang, China: A retrospective, multi-centre case series.","Mar 2020","QJM : monthly journal of the Association of Physicians","32181807","becky.jones","1","Yes","Case Series/Report","91","Yes",,,,,,"General",,,,,,,,,,,,,,,,,,"Case report",,,,,,,"Yes",
"598","R Han, L Huang, H Jiang, J Dong, H Peng, D Zhang","Early Clinical and CT Manifestations of Coronavirus Disease 2019 (COVID-19) Pneumonia.","Mar 2020","AJR. American journal of roentgenology","32181672","kearneh","1","Yes","Case Series/Report","108","Yes",,,,,,"General",,"Internal Medicine",,,,,,,,,,,,,,,,"Case report",,,,,,,"Yes",
"598","R Han, L Huang, H Jiang, J Dong, H Peng, D Zhang","Early Clinical and CT Manifestations of Coronavirus Disease 2019 (COVID-19) Pneumonia.","Mar 2020","AJR. American journal of roentgenology","32181672","becky.jones","1","Yes","Case Series/Report","108","Yes",,,,,,,,"Internal Medicine",,,,,,,,,"Radiology",,,,,,,"Case report",,,,,,,"Yes",
"600","H Lau, V Khosrawipour, P Kocbach, A Mikolajczyk, J Schubert, J Bania, T Khosrawipour","The positive impact of lockdown in Wuhan on containing the COVID-19 outbreak in China.","Mar 2020","Journal of travel medicine","32181488","kearneh","1","Yes","Can't tell",,,,,,,,"General",,"Internal Medicine",,,,,,,,,,,,,,"High quality descriptive studies","Natural history studies",,,,,,,,"Yes",
"600","H Lau, V Khosrawipour, P Kocbach, A Mikolajczyk, J Schubert, J Bania, T Khosrawipour","The positive impact of lockdown in Wuhan on containing the COVID-19 outbreak in China.","Mar 2020","Journal of travel medicine","32181488","becky.jones","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,"General",,,,,,,,,,,,"Other","Public Health",,,"High quality descriptive studies","Natural history studies",,,,,,,,"Yes",
"602","DA Schwartz","An Analysis of 38 Pregnant Women with COVID-19, Their Newborn Infants, and Maternal-Fetal Transmission of SARS-CoV-2: Maternal Coronavirus Infections and Pregnancy Outcomes.","Mar 2020","Archives of pathology & laboratory medicine","32180426","kearneh","1","Yes","Case Series/Report","38","Yes",,,,,,,,,,,"OBGYN",,"Peds",,,,,,,,,,,"Case report",,,,,,,"Yes",
"602","DA Schwartz","An Analysis of 38 Pregnant Women with COVID-19, Their Newborn Infants, and Maternal-Fetal Transmission of SARS-CoV-2: Maternal Coronavirus Infections and Pregnancy Outcomes.","Mar 2020","Archives of pathology & laboratory medicine","32180426","becky.jones","1","Yes","Case Series/Report","38","Yes",,,,,,,,,,,"OBGYN",,"Peds",,,,,,,,,,,"Case report",,,,,,,"Yes",
"603","E Mullins, D Evans, RM Viner, P O'Brien, E Morris","Coronavirus in pregnancy and delivery: rapid review.","Mar 2020","Ultrasound in obstetrics & gynecology : the official journal of the International Society of Ultrasound in Obstetrics and Gynecology","32180292","kearneh","1","Yes","Systematic Review","32",,,,,,,,,,,,"OBGYN",,,,,,,,,,,,,"Case report",,,,,,,"Yes",
"603","E Mullins, D Evans, RM Viner, P O'Brien, E Morris","Coronavirus in pregnancy and delivery: rapid review.","Mar 2020","Ultrasound in obstetrics & gynecology : the official journal of the International Society of Ultrasound in Obstetrics and Gynecology","32180292","becky.jones","1","Yes","Systematic Review",,"N/A - pick if not case report",,,,,,,,,,,"OBGYN",,"Peds",,,,,,,,"Evidence-based guidance documents and guidelines",,"Natural history studies",,,,,,,,"Yes",
"604","B Dholaria, BN Savani","How do we plan hematopoietic cell transplant and cellular therapy with the looming COVID-19 threat?","Mar 2020","British journal of haematology","32180224","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"604","B Dholaria, BN Savani","How do we plan hematopoietic cell transplant and cellular therapy with the looming COVID-19 threat?","Mar 2020","British journal of haematology","32180224","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,,,,,,,,,,,,,"Other","Hematology",,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"605","R Chen, Y Zhang, L Huang, BH Cheng, ZY Xia, QT Meng","Safety and efficacy of different anesthetic regimens for parturients with COVID-19 undergoing Cesarean delivery: a case series of 17 patients.","Mar 2020","Canadian journal of anaesthesia = Journal canadien d'anesthesie","32180175","kearneh","1","Yes","Case Series/Report","17","Yes","Anesthesia",,,,,,,,,,"OBGYN",,,,,,,,,,,,,"Case report",,,,,,,"Yes",
"605","R Chen, Y Zhang, L Huang, BH Cheng, ZY Xia, QT Meng","Safety and efficacy of different anesthetic regimens for parturients with COVID-19 undergoing Cesarean delivery: a case series of 17 patients.","Mar 2020","Canadian journal of anaesthesia = Journal canadien d'anesthesie","32180175","jasper.ho","1","Yes","Case Series/Report","17","Yes","Anesthesia",,,,,,,,,,"OBGYN",,,,,,,,,,,,,"Case report",,,,,,,"Yes",
"606","R Aminnejad, A Salimi, M Saeidi","Lidocaine during intubation and extubation in patients with coronavirus disease (COVID-19).","Mar 2020","Canadian journal of anaesthesia = Journal canadien d'anesthesie","32180173","kearneh","1","Yes","Narrative Review/Expert Opinion",,,"Anesthesia",,,,,,,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"606","R Aminnejad, A Salimi, M Saeidi","Lidocaine during intubation and extubation in patients with coronavirus disease (COVID-19).","Mar 2020","Canadian journal of anaesthesia = Journal canadien d'anesthesie","32180173","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report","Anesthesia",,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"608","LN Ji, S Chao, YJ Wang, XJ Li, XD Mu, MG Lin, RM Jiang","Clinical features of pediatric patients with COVID-19: a report of two family cluster cases.","Mar 2020","World journal of pediatrics : WJP","32180140","kearneh","1","Yes","Case Series/Report","2","No",,,,,,,,,,,,,"Peds",,,,,,,,,,,"Case report",,,,,,,"Yes",
"608","LN Ji, S Chao, YJ Wang, XJ Li, XD Mu, MG Lin, RM Jiang","Clinical features of pediatric patients with COVID-19: a report of two family cluster cases.","Mar 2020","World journal of pediatrics : WJP","32180140","Daniellevin","1","Yes","Case Series/Report",,"No",,,,,,,,,,,,,"Peds",,,,,,,,,,,"Case report",,,,,,,"Yes",
"609","Y Wang, Y Liu, L Liu, X Wang, N Luo, L Ling","Clinical outcome of 55 asymptomatic cases at the time of hospital admission infected with SARS-Coronavirus-2 in Shenzhen, China.","Mar 2020","The Journal of infectious diseases","32179910","kearneh","1","Yes","Case Series/Report","55","Yes",,,,"Family Medicine",,"General",,"Internal Medicine",,,,,,,,,,,,,,,,"Case report",,,,,,,"Yes",
"609","Y Wang, Y Liu, L Liu, X Wang, N Luo, L Ling","Clinical outcome of 55 asymptomatic cases at the time of hospital admission infected with SARS-Coronavirus-2 in Shenzhen, China.","Mar 2020","The Journal of infectious diseases","32179910","Daniellevin","1","Yes","Case Series/Report","55","Yes",,,,,,"General",,,,,,,,,,,,,,,,,,"Case report",,,,,,,"Yes",
"609","Y Wang, Y Liu, L Liu, X Wang, N Luo, L Ling","Clinical outcome of 55 asymptomatic cases at the time of hospital admission infected with SARS-Coronavirus-2 in Shenzhen, China.","Mar 2020","The Journal of infectious diseases","32179910","jasper.ho","1","Yes","Case Series/Report","55","Yes",,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,"Case report",,,,,,,"Yes",
"610","Y Cui, M Tian, D Huang, X Wang, Y Huang, L Fan, L Wang, Y Chen, W Liu, K Zhang, Y Wu, Z Yang, J Tao, J Feng, K Liu, X Ye, R Wang, X Zhang, Y Zha","A 55-Day-Old Female Infant infected with COVID 19: presenting with pneumonia, liver injury, and heart damage.","Mar 2020","The Journal of infectious diseases","32179908","kearneh","1","Yes","Case Series/Report","1","No",,,,,,,,,,,,,"Peds",,,,,,,,,,,"Case report",,,,,,,"Yes",
"610","Y Cui, M Tian, D Huang, X Wang, Y Huang, L Fan, L Wang, Y Chen, W Liu, K Zhang, Y Wu, Z Yang, J Tao, J Feng, K Liu, X Ye, R Wang, X Zhang, Y Zha","A 55-Day-Old Female Infant infected with COVID 19: presenting with pneumonia, liver injury, and heart damage.","Mar 2020","The Journal of infectious diseases","32179908","Daniellevin","1","Yes","Case Series/Report",,"No",,,,,,,,,,,,,"Peds",,,,,,,,,,,"Case report",,,,,,,"Yes",
"610","Y Cui, M Tian, D Huang, X Wang, Y Huang, L Fan, L Wang, Y Chen, W Liu, K Zhang, Y Wu, Z Yang, J Tao, J Feng, K Liu, X Ye, R Wang, X Zhang, Y Zha","A 55-Day-Old Female Infant infected with COVID 19: presenting with pneumonia, liver injury, and heart damage.","Mar 2020","The Journal of infectious diseases","32179908","jasper.ho","1","Yes","Case Series/Report","1","No",,,,,,,,,,,,,"Peds",,,,,,,,,,,"Case report",,,,,,,"Yes",
"611","L Ran, X Chen, Y Wang, W Wu, L Zhang, X Tan","Risk Factors of Healthcare Workers with Corona Virus Disease 2019: A Retrospective Cohort Study in a Designated Hospital of Wuhan in China.","Mar 2020","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","32179890","kearneh","1","Yes","Cohort Studies","72",,,,,,,"General",,"Internal Medicine",,,,,,,,,,,,,,,"Natural history studies",,,,,,,,"Yes",
"611","L Ran, X Chen, Y Wang, W Wu, L Zhang, X Tan","Risk Factors of Healthcare Workers with Corona Virus Disease 2019: A Retrospective Cohort Study in a Designated Hospital of Wuhan in China.","Mar 2020","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","32179890","Daniellevin","1","Yes","Cohort Studies","72",,,,,,,"General",,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"611","L Ran, X Chen, Y Wang, W Wu, L Zhang, X Tan","Risk Factors of Healthcare Workers with Corona Virus Disease 2019: A Retrospective Cohort Study in a Designated Hospital of Wuhan in China.","Mar 2020","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","32179890","jasper.ho","1","Yes","Cohort Studies",,"N/A - pick if not case report",,,,,,"General",,,,,,,,,,,,,,,,"High quality descriptive studies",,,,,,,,,"Yes",
"620","SA Baron, C Devaux, P Colson, D Raoult, JM Rolain","Teicoplanin: an alternative drug for the treatment of coronavirus COVID-19?","Mar 2020","International journal of antimicrobial agents","32179150","kearneh","1","Yes","Can't tell",,,,,,,,"General",,,,,,,,,,,,"Other","Infectious Disease",,,,,,"Reports of interventions/treatments",,"Letter to the Editor/Opinion",,,,"Yes",
"620","SA Baron, C Devaux, P Colson, D Raoult, JM Rolain","Teicoplanin: an alternative drug for the treatment of coronavirus COVID-19?","Mar 2020","International journal of antimicrobial agents","32179150","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General","Immunology",,"ICU",,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,"Yes",
"620","SA Baron, C Devaux, P Colson, D Raoult, JM Rolain","Teicoplanin: an alternative drug for the treatment of coronavirus COVID-19?","Mar 2020","International journal of antimicrobial agents","32179150","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,,,,,,,,,,,,,"Other","Virology",,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"621","T Xu, C Chen, Z Zhu, M Cui, C Chen, H Dai, Y Xue","Clinical features and dynamics of viral load in imported and non-imported patients with COVID-19.","Mar 2020","International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","32179140","kearneh","1","Yes","Cohort Studies","51",,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,"Natural history studies",,,,,,,,"Yes",
"621","T Xu, C Chen, Z Zhu, M Cui, C Chen, H Dai, Y Xue","Clinical features and dynamics of viral load in imported and non-imported patients with COVID-19.","Mar 2020","International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","32179140","Daniellevin","1","Yes","Cohort Studies","51","Yes",,,,"Family Medicine",,"General",,,"ICU",,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"621","T Xu, C Chen, Z Zhu, M Cui, C Chen, H Dai, Y Xue","Clinical features and dynamics of viral load in imported and non-imported patients with COVID-19.","Mar 2020","International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","32179140","jasper.ho","1","Yes","Case Series/Report","51","Yes",,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,"Case report",,,,,,,"Yes",
"623","A Wang, W Zhao, Z Xu, J Gu","Timely blood glucose management for the outbreak of 2019 novel coronavirus disease (COVID-19) is urgently needed.","Mar 2020","Diabetes research and clinical practice","32179126","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"623","A Wang, W Zhao, Z Xu, J Gu","Timely blood glucose management for the outbreak of 2019 novel coronavirus disease (COVID-19) is urgently needed.","Mar 2020","Diabetes research and clinical practice","32179126","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,"General",,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"624","JC Lagier, P Colson, H Tissot Dupont, J Salomon, B Doudier, C Aubry, F Gouriet, S Baron, P Dudouet, R Flores, L Ailhaud, P Gautret, P Parola, B La Scola, D Raoult, P Brouqui","Testing the repatriated for SARS-Cov2: Should laboratory-based quarantine replace traditional quarantine?","Mar 2020","Travel medicine and infectious disease","32179125","kearneh","1","Yes","Cohort Studies","337",,,,,,,"General",,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,"Yes",
"624","JC Lagier, P Colson, H Tissot Dupont, J Salomon, B Doudier, C Aubry, F Gouriet, S Baron, P Dudouet, R Flores, L Ailhaud, P Gautret, P Parola, B La Scola, D Raoult, P Brouqui","Testing the repatriated for SARS-Cov2: Should laboratory-based quarantine replace traditional quarantine?","Mar 2020","Travel medicine and infectious disease","32179125","Daniellevin","1","Yes","Case Series/Report","337","Yes",,,,,,"General",,,,,,,,,,,,,,,,,,"Case report",,,,,,,"Yes",
"624","JC Lagier, P Colson, H Tissot Dupont, J Salomon, B Doudier, C Aubry, F Gouriet, S Baron, P Dudouet, R Flores, L Ailhaud, P Gautret, P Parola, B La Scola, D Raoult, P Brouqui","Testing the repatriated for SARS-Cov2: Should laboratory-based quarantine replace traditional quarantine?","Mar 2020","Travel medicine and infectious disease","32179125","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,,,,,,,,,,,,,"Other","Public health",,,,,,"Reports of interventions/treatments",,"Letter to the Editor/Opinion",,,,"Yes",
