"pmid","date","jabbrv"
"32292686","2020-04-16","Infect Dis Ther"
"32292669","2020-04-16","Cureus"
"32292637","2020-04-16","Int J Nurs Sci"
"32292636","2020-04-16","Int J Nurs Sci"
"32292635","2020-04-16","Int J Nurs Sci"
"32292634","2020-04-16","Int J Nurs Sci"
"32292633","2020-04-16","Int J Nurs Sci"
"32292632","2020-04-16","Int J Nurs Sci"
"32292631","2020-04-16","Sci Bull (Beijing)"
"32292630","2020-04-16","World J Otorhinolaryngol Head Neck Surg"
"32292628","2020-04-16","Engineering (Beijing)"
"32291632","2020-04-16","Can J Anaesth"
"32291628","2020-04-16","Can J Anaesth"
"32291593","2020-04-16","Acta Neurochir (Wien)"
"32291557","2020-04-16","Sci China Life Sci"
"32291542","2020-04-16","Eur J Clin Microbiol Infect Dis"
"32291526","2020-04-16","Curr Cardiol Rep"
"32291505","2020-04-16","Med Klin Intensivmed Notfmed"
"32289878","2020-04-15","Dig Endosc"
"32289868","2020-04-15","Surg Technol Int"
"32289832","2020-04-15","Pneumologie"
"32289821","2020-04-15","Mol Biol Evol"
"32289798","2020-04-15","Nephron"
"32289791","2020-04-15","Psychother Psychosom"
"32289789","2020-04-15","Eur Neurol"
"32289729","2020-04-15","Asian J Psychiatr"
"32289726","2020-04-15","Asian J Psychiatr"
"32289565","2020-04-15","Int J Infect Dis"
"32289549","2020-04-15","Travel Med Infect Dis"
"32289548","2020-04-15","Travel Med Infect Dis"
"32289547","2020-04-15","Travel Med Infect Dis"
"32289516","2020-04-15","J Thorac Oncol"
"32289472","2020-04-15","Int J Surg"
"32289466","2020-04-15","Ocul Surf"
"32289438","2020-04-15","J Vasc Surg"
"32289437","2020-04-15","J Vasc Surg"
"32289376","2020-04-15","J Am Coll Surg"
"32289366","2020-04-15","Brain Behav Immun"
"32289343","2020-04-15","J Infect"
"32289321","2020-04-15","J Mol Cell Cardiol"
"32289312","2020-04-15","Chest"
"32289302","2020-04-15","Ann Thorac Surg"
"32289263","2020-04-15","Cell Host Microbe"
"32289259","2020-04-15","J Obstet Gynecol Neonatal Nurs"
"32289235","2020-04-15","Am J Respir Crit Care Med"
"32289216","2020-04-15","N Engl J Med"
"32289215","2020-04-15","N Engl J Med"
"32289214","2020-04-15","N Engl J Med"
"32289183","2020-04-15","Acta Paediatr"
"32289175","2020-04-15","Acta Paediatr"
"32289171","2020-04-15","QJM"
"32289168","2020-04-15","QJM"
"32289152","2020-04-15","J Exp Med"
"32289150","2020-04-15","Ann Intern Med"
"32289124","2020-04-15","J Fam Pract"
"32289123","2020-04-15","Brain Behav Immun Health"
"32289117","2020-04-15","Med Drug Discov"
"32289116","2020-04-15","Lancet Digit Health"
"32289115","2020-04-15","JHEP Rep"
"32289100","2020-04-15","Infect Dis Model"
"32289099","2020-04-15","Infect Dis Model"
"32289090","2020-04-15","Heliyon"
"32289085","2020-04-15","Vis J Emerg Med"
"32289084","2020-04-15","Vis J Emerg Med"
"32289080","2020-04-15","Med Clin (Engl Ed)"
"32289051","2020-04-15","Eur J Radiol Open"
"32289038","2020-04-15","Eye Vis (Lond)"
"32289019","2020-04-15","Internet Interv"
"32289016","2020-04-15","Integr Med Res"
"32289004","2020-04-15","Health Policy Technol"
"32288968","2020-04-15","Sci Bull (Beijing)"
"32288941","2020-04-15","J Intensive Care"
"32288785","2020-04-15","Patient Saf Surg"
"32288597","2020-04-15","Transp Res E Logist Transp Rev"
"32288543","2020-04-15","Trop Med Health"
"32288506","2020-04-15","PharmacoEcon Outcomes News"
"32288418","2020-04-15","J Shanghai Jiaotong Univ Sci"
"32288417","2020-04-15","J Shanghai Jiaotong Univ Sci"
"32288416","2020-04-15","J Shanghai Jiaotong Univ Sci"
"32288415","2020-04-15","J Shanghai Jiaotong Univ Sci"
"32288414","2020-04-15","J Shanghai Jiaotong Univ Sci"
"32288357","2020-04-15","Chaos Solitons Fractals"
"32288230","2020-04-15","Trends Food Sci Technol"
"32287995","2020-04-15","Build Environ"
"32287808","2020-04-15","New Sci"
"32287807","2020-04-15","New Sci"
"32287806","2020-04-15","New Sci"
"32287803","2020-04-15","New Sci"
"32287799","2020-04-15","New Sci"
"32287797","2020-04-15","New Sci"
"32287789","2020-04-15","New Sci"
"32287787","2020-04-15","New Sci"
"32287786","2020-04-15","New Sci"
"32287518","2020-04-15","Appl Geogr"
"32287142","2020-04-15","Anesth Analg"
"32287141","2020-04-15","Anesth Analg"
"32287140","2020-04-15","Am J Gastroenterol"
"32287137","2020-04-15","Am J Gastroenterol"
"32287087","2020-04-15","J Bone Joint Surg Am"
"32287086","2020-04-15","J Am Acad Orthop Surg"
"32287083","2020-04-15","Acad Med"
"32287082","2020-04-15","Acad Med"
"32287053","2020-04-15","Pediatr Infect Dis J"
"32287052","2020-04-15","Pediatr Infect Dis J"
"32287051","2020-04-15","Pediatr Infect Dis J"
"32287047","2020-04-15","Anesthesiology"
"32287040","2020-04-15","J Med Internet Res"
"32287039","2020-04-15","J Med Internet Res"
"32287038","2020-04-15","JMIR Public Health Surveill"
"32286947","2020-04-15","Curr Cancer Drug Targets"
"32286926","2020-04-15","Pathog Glob Health"
"32286916","2020-04-15","Otolaryngol Head Neck Surg"
"32286913","2020-04-15","Otolaryngol Head Neck Surg"
"32286910","2020-04-15","Otolaryngol Head Neck Surg"
"32286909","2020-04-15","Otolaryngol Head Neck Surg"
"32286875","2020-04-15","AJR Am J Roentgenol"
"32286873","2020-04-15","AJR Am J Roentgenol"
"32286871","2020-04-15","AJR Am J Roentgenol"
"32286863","2020-04-15","Circulation"
"32286790","2020-04-15","ACS Nano"
"32286766","2020-04-15","Pediatr Emerg Med Pract"
"32286694","2020-04-15","Aliment Pharmacol Ther"
"32286679","2020-04-15","Cardiol J"
"32286678","2020-04-15","Cardiol J"
"32286675","2020-04-15","J Rehabil Med"
"32286674","2020-04-15","J Rehabil Med"
"32286673","2020-04-15","J Rehabil Med"
"32286618","2020-04-15","JAMA Pediatr"
"32286607","2020-04-15","Eur Heart J Cardiovasc Pharmacother"
"32286606","2020-04-15","Eur Heart J"
"32286558","2020-04-15","Nat Med"
"32286555","2020-04-15","Nature"
"32286554","2020-04-15","Nature"
"32286552","2020-04-15","Nature"
"32286538","2020-04-15","Nat Rev Immunol"
"32286533","2020-04-15","Eur J Clin Nutr"
"32286520","2020-04-15","Int J Impot Res"
"32286246","2020-04-15","Clin Chem Lab Med"
"32286245","2020-04-15","Clin Chem Lab Med"
"32286242","2020-04-15","Clin Chem Lab Med"
"32286216","2020-04-15","Ugeskr Laeger"
"32286214","2020-04-15","Ugeskr Laeger"
"32286213","2020-04-15","Ugeskr Laeger"
"32286155","2020-04-15","Emerg Microbes Infect"
"32286121","2020-04-15","J R Soc Med"
"32286118","2020-04-15","J R Soc Med"
"32286091","2020-04-15","Psychol Health Med"
"32286082","2020-04-15","Circulation"
"32286021","2020-04-15","Isr Med Assoc J"
"32286019","2020-04-15","Isr Med Assoc J"
"32285949","2020-04-15","J Med Virol"
"32285947","2020-04-15","J Med Virol"
"32285942","2020-04-15","J Med Virol"
"32285930","2020-04-15","Clin Pharmacol Ther"
"32285929","2020-04-15","Cardiol J"
"32285928","2020-04-15","Cardiol J"
"32285920","2020-04-15","Eur Heart J"
"32285915","2020-04-15","Eur Heart J"
"32285862","2020-04-15","Gac Med Mex"
"32285765","2020-04-15","Disaster Med Public Health Prep"
"32285689","2020-04-15","Bioanalysis"
"32285556","2020-04-15","J Diabetes"
"32285555","2020-04-15","Clin Otolaryngol"
"32285431","2020-04-15","Acta Neurol Taiwan"
"32285380","2020-04-15","Front Med"
"32285338","2020-04-15","J Gastrointest Surg"
"32285326","2020-04-15","Indian J Pediatr"
"32285321","2020-04-15","Dig Dis Sci"
"32285310","2020-04-15","J Neurooncol"
"32285293","2020-04-15","Eur J Clin Microbiol Infect Dis"
"32285222","2020-04-15","Emerg Radiol"
"32285221","2020-04-15","AIDS Behav"
"32285129","2020-04-15","Nicotine Tob Res"
"32285028","2020-04-15","Eur J Breast Health"
"32285027","2020-04-15","Eur J Breast Health"
"32285026","2020-04-15","Eur J Breast Health"
"32284951","2020-04-15","Open Forum Infect Dis"
"32284798","2020-04-15","Malays Fam Physician"
"32284797","2020-04-15","Malays Fam Physician"
"32284735","2020-04-15","Ther Adv Neurol Disord"
"32284619","2020-04-15","Nat Med"
"32284618","2020-04-15","Nat Med"
"32284617","2020-04-15","Nat Med"
"32284616","2020-04-15","Nat Med"
"32284615","2020-04-15","Nat Med"
"32284614","2020-04-15","Nat Med"
"32284613","2020-04-15","Nat Med"
"32284558","2020-04-15","Nature"
"32284470","2020-04-15","Indian Pediatr"
"32284363","2020-04-15","Neurology"
"32284362","2020-04-15","Neurology"
"32284326","2020-04-15","J Biol Chem"
"32284316","2020-04-15","Emerg Med J"
"32284276","2020-04-15","J Am Soc Cytopathol"
"32284245","2020-04-15","Eur Urol"
"32284234","2020-04-15","J Microbiol Immunol Infect"
"32284224","2020-04-15","Kidney Int"
"32284222","2020-04-15","Transfus Clin Biol"
"32284182","2020-04-15","Enferm Intensiva"
"32284146","2020-04-15","Can J Ophthalmol"
"32284092","2020-04-15","Emerg Infect Dis"
"32284090","2020-04-15","Disaster Med Public Health Prep"
"32284078","2020-04-15","Int Psychogeriatr"
"32284037","2020-04-15","Comb Chem High Throughput Screen"
"32284004","2020-04-15","Otolaryngol Head Neck Surg"
"32283980","2020-04-15","Ear Nose Throat J"
"32283904","2020-04-15","Turk J Med Sci"
"32283903","2020-04-15","Turk J Med Sci"
"32283894","2020-04-15","Turk J Med Sci"
"32283886","2020-04-15","Singapore Med J"
"32283878","2020-04-15","Zhonghua Yan Ke Za Zhi"
"32283877","2020-04-15","Zhonghua Yan Ke Za Zhi"
"32283876","2020-04-15","Zhonghua Xin Xue Guan Bing Za Zhi"
"32283815","2020-04-15","Cells"
"32283711","2020-04-15","Cells"
"32283580","2020-04-14","N Engl J Med"
"32283579","2020-04-14","N Engl J Med"
"32283578","2020-04-14","N Engl J Med"
"32283577","2020-04-14","N Engl J Med"
"32283576","2020-04-14","N Engl J Med"
"32283575","2020-04-14","N Engl J Med"
"32283513","2020-04-14","Asian J Psychiatr"
"32283512","2020-04-14","Asian J Psychiatr"
"32283510","2020-04-14","Asian J Psychiatr"
"32283499","2020-04-14","Diabetes Metab Syndr"
"32283498","2020-04-14","Diabetes Metab Syndr"
"32283497","2020-04-14","Diabetes Metab Syndr"
"32283458","2020-04-14","Environ Pollut"
"32283450","2020-04-14","Psychiatry Res"
"32283449","2020-04-14","Psychiatry Res"
"32283325","2020-04-14","Clin Gastroenterol Hepatol"
"32283324","2020-04-14","Clin Immunol"
"32283308","2020-04-14","Sci Total Environ"
"32283294","2020-04-14","Brain Behav Immun"
"32283291","2020-04-14","Brain Behav Immun"
"32283289","2020-04-14","Brain Behav Immun"
"32283286","2020-04-14","Brain Behav Immun"
"32283285","2020-04-14","Int J Infect Dis"
"32283283","2020-04-14","Int J Infect Dis"
"32283282","2020-04-14","Int J Infect Dis"
"32283270","2020-04-14","J Am Coll Surg"
"32283269","2020-04-14","J Am Coll Surg"
"32283268","2020-04-14","J Am Coll Surg"
"32283246","2020-04-14","Brain Stimul"
"32283245","2020-04-14","J Am Acad Dermatol"
"32283243","2020-04-14","J Am Acad Dermatol"
"32283242","2020-04-14","J Am Acad Dermatol"
"32283241","2020-04-14","J Am Acad Dermatol"
"32283240","2020-04-14","J Am Acad Dermatol"
"32283238","2020-04-14","J Am Acad Dermatol"
"32283237","2020-04-14","J Am Acad Dermatol"
"32283236","2020-04-14","J Am Acad Dermatol"
"32283235","2020-04-14","J Am Acad Dermatol"
"32283234","2020-04-14","J Am Acad Dermatol"
"32283233","2020-04-14","J Am Acad Dermatol"
"32283232","2020-04-14","J Am Acad Dermatol"
"32283230","2020-04-14","J Am Acad Dermatol"
"32283229","2020-04-14","J Am Acad Dermatol"
"32283223","2020-04-14","Pharmacol Res"
"32283221","2020-04-14","J Pain Symptom Manage"
"32283220","2020-04-14","J Pain Symptom Manage"
"32283219","2020-04-14","J Pain Symptom Manage"
"32283217","2020-04-14","Travel Med Infect Dis"
"32283216","2020-04-14","Travel Med Infect Dis"
"32283215","2020-04-14","Travel Med Infect Dis"
"32283185","2020-04-14","Biol Blood Marrow Transplant"
"32283177","2020-04-14","Int J Antimicrob Agents"
"32283165","2020-04-14","J Infect"
"32283163","2020-04-14","J Infect"
"32283162","2020-04-14","J Infect"
"32283161","2020-04-14","J Infect"
"32283160","2020-04-14","J Infect"
"32283159","2020-04-14","J Infect"
"32283158","2020-04-14","J Infect"
"32283157","2020-04-14","J Infect"
"32283156","2020-04-14","J Infect"
"32283155","2020-04-14","J Infect"
"32283154","2020-04-14","J Infect"
"32283153","2020-04-14","J Infect"
"32283152","2020-04-14","J Infect"
"32283151","2020-04-14","J Infect"
"32283150","2020-04-14","J Infect"
"32283149","2020-04-14","J Infect"
"32283148","2020-04-14","J Infect"
"32283147","2020-04-14","J Infect"
"32283146","2020-04-14","J Infect"
"32283145","2020-04-14","J Infect"
"32283144","2020-04-14","J Infect"
"32283143","2020-04-14","J Infect"
"32283142","2020-04-14","J Infect"
"32283141","2020-04-14","J Infect"
"32283140","2020-04-14","J Infect"
"32283139","2020-04-14","J Infect"
"32283138","2020-04-14","J Infect"
"32283134","2020-04-14","J Hepatol"
"32283128","2020-04-14","Diabetes Res Clin Pract"
"32283124","2020-04-14","J Am Coll Cardiol"
"32283123","2020-04-14","J Am Coll Cardiol"
"32283118","2020-04-14","Resuscitation"
"32283117","2020-04-14","Resuscitation"
"32283116","2020-04-14","Resuscitation"
"32283108","2020-04-14","Antiviral Res"
"32283102","2020-04-14","Gastroenterology"
"32283101","2020-04-14","Gastroenterology"
"32283100","2020-04-14","Gastroenterology"
"32283099","2020-04-14","Gastroenterology"
"32283098","2020-04-14","Gastroenterology"
"32283082","2020-04-14","Ann Thorac Surg"
"32283073","2020-04-14","Am J Obstet Gynecol"
"32283063","2020-04-14","Chest"
"32283062","2020-04-14","Chest"
"32283052","2020-04-14","J Am Coll Radiol"
"32283050","2020-04-14","Nurs Womens Health"
"32282894","2020-04-14","Ann Intern Med"
"32282887","2020-04-14","Am J Clin Pathol"
"32282874","2020-04-14","Clin Chem"
"32282871","2020-04-14","Ann Intern Med"
"32282870","2020-04-14","Ann Intern Med"
"32282863","2020-04-14","J Pharm Anal"
"32282789","2020-04-14","Med Sci Monit"
"32282750","2020-04-14","J Trauma Acute Care Surg"
"32282658","2020-04-14","Pediatr Infect Dis J"
"32282628","2020-04-14","J Pediatr Gastroenterol Nutr"
"32282624","2020-04-14","J Pediatr Gastroenterol Nutr"
"32282614","2020-04-14","J Neurosurg Anesthesiol"
"32282549","2020-04-14","Eur J Gastroenterol Hepatol"
"32282502","2020-04-14","J Cardiovasc Pharmacol"
"32282455","2020-04-14","Curr Sports Med Rep"
"32282442","2020-04-14","J Am Acad Orthop Surg"
"32282441","2020-04-14","J Am Acad Orthop Surg"
"32282440","2020-04-14","J Public Health Manag Pract"
"32282439","2020-04-14","J Am Acad Orthop Surg"
"32282428","2020-04-14","J Assoc Nurses AIDS Care"
"32282425","2020-04-14","Anesthesiology"
"32282420","2020-04-14","J Bone Joint Surg Am"
"32282419","2020-04-14","J Bone Joint Surg Am"
"32282413","2020-04-14","J Bone Joint Surg Am"
"32282412","2020-04-14","J Bone Joint Surg Am"
"32282404","2020-04-14","Clin Nucl Med"
"32282390","2020-04-14","Anesth Analg"
"32282389","2020-04-14","Anesth Analg"
"32282387","2020-04-14","Anesth Analg"
"32282373","2020-04-14","Acad Med"
"32282372","2020-04-14","Acad Med"
"32282371","2020-04-14","Acad Med"
"32282359","2020-04-14","Am J Phys Med Rehabil"
"32282344","2020-04-14","Acad Med"
"32282339","2020-04-14","Am J Phys Med Rehabil"
"32282312","2020-04-14","Clin Pract Cases Emerg Med"
"32282303","2020-04-14","Curr Top Med Chem"
"32282268","2020-04-14","Crit Rev Microbiol"
"32282262","2020-04-14","Hosp Pract (1995)"
"32282258","2020-04-14","J Dent Res"
"32282256","2020-04-14","J Dent Res"
"32282234","2020-04-14","JCO Glob Oncol"
"32282225","2020-04-14","Circulation"
"32282224","2020-04-14","Circulation"
"32282113","2020-04-14","Kaohsiung J Med Sci"
"32282061","2020-04-14","Br J Haematol"
"32282057","2020-04-14","J Am Geriatr Soc"
"32282056","2020-04-14","J Am Geriatr Soc"
"32282033","2020-04-14","Blood"
"32282032","2020-04-14","Eur Heart J Cardiovasc Pharmacother"
"32282027","2020-04-14","Eur Heart J"
"32282026","2020-04-14","Eur Heart J"
"32282025","2020-04-14","Eur Heart J"
"32282023","2020-04-14","JAMA"
"32282022","2020-04-14","JAMA"
"32281926","2020-04-14","Blood Transfus"
"32281897","2020-04-14","J Dermatolog Treat"
"32281886","2020-04-14","Am J Respir Crit Care Med"
"32281885","2020-04-14","Am J Respir Crit Care Med"
"32281877","2020-04-14","High Alt Med Biol"
"32281785","2020-04-14","ACS Nano"
"32281766","2020-04-14","J Trauma Acute Care Surg"
"32281757","2020-04-14","G Ital Nefrol"
"32281756","2020-04-14","G Ital Nefrol"
"32281755","2020-04-14","G Ital Nefrol"
"32281754","2020-04-14","G Ital Nefrol"
"32281753","2020-04-14","G Ital Nefrol"
"32281695","2020-04-14","FASEB J"
"32281689","2020-04-14","Dig Endosc"
"32281679","2020-04-14","J Med Virol"
"32281674","2020-04-14","J Oral Pathol Med"
"32281671","2020-04-14","J Med Virol"
"32281668","2020-04-14","J Med Virol"
"32281667","2020-04-14","J Med Virol"
"32281653","2020-04-14","J Med Virol"
"32281649","2020-04-14","Dev Med Child Neurol"
"32281587","2020-04-14","Med J Malaysia"
"32281583","2020-04-14","Biosci Trends"
"32281555","2020-04-14","J Epidemiol"
"32281538","2020-04-14","Infect Control Hosp Epidemiol"
"32281517","2020-04-14","United European Gastroenterol J"
"32281481","2020-04-14","J Toxicol Environ Health B Crit Rev"
"32281391","2020-04-14","Can Assoc Radiol J"
"32281335","2020-04-14","Zhongguo Zhong Yao Za Zhi"
"32281334","2020-04-14","Zhongguo Zhong Yao Za Zhi"
"32281333","2020-04-14","Zhongguo Zhong Yao Za Zhi"
"32281332","2020-04-14","Zhongguo Zhong Yao Za Zhi"
"32281331","2020-04-14","Zhongguo Zhong Yao Za Zhi"
"32281330","2020-04-14","Zhongguo Zhong Yao Za Zhi"
"32281329","2020-04-14","Zhongguo Zhong Yao Za Zhi"
"32281328","2020-04-14","Zhongguo Zhong Yao Za Zhi"
"32281327","2020-04-14","Zhongguo Zhong Yao Za Zhi"
"32281317","2020-04-14","J Korean Med Sci"
"32281287","2020-04-14","Obes Rev"
"32281268","2020-04-14","J Cell Mol Med"
"32281231","2020-04-14","Acad Emerg Med"
"32281214","2020-04-14","J Cardiovasc Electrophysiol"
"32281213","2020-04-14","Int J Rheum Dis"
"32281185","2020-04-14","J Clin Nurs"
"32281165","2020-04-14","J Clin Nurs"
"32281163","2020-04-14","Psychooncology"
"32281160","2020-04-14","Public Health Nurs"
"32281158","2020-04-14","J Clin Nurs"
"32281144","2020-04-14","J Adv Nurs"
"32281130","2020-04-14","Am J Addict"
"32281114","2020-04-14","Pharmacotherapy"
"32281110","2020-04-14","Allergy"
"32281109","2020-04-14","Aliment Pharmacol Ther"
"32281055","2020-04-14","Am J Cardiovasc Drugs"
"32281052","2020-04-14","Stem Cell Rev Rep"
"32280993","2020-04-14","Phys Ther"
"32280973","2020-04-14","Phys Ther"
"32280952","2020-04-14","Clin Infect Dis"
"32280447","2020-04-14","J Surg Case Rep"
"32280433","2020-04-14","Comput Struct Biotechnol J"
"32280138","2020-04-14","J Extra Corpor Technol"
"32280076","2020-04-14","J Xray Sci Technol"
"32280061","2020-04-14","Transfus Clin Biol"
"32280058","2020-04-14","Nutrition"
"32280053","2020-04-14","Intensive Crit Care Nurs"
"32280052","2020-04-14","Intensive Crit Care Nurs"
"32279977","2020-04-14","J Med Imaging Radiat Sci"
"32279976","2020-04-14","J Med Imaging Radiat Sci"
"32279934","2020-04-14","J Cardiothorac Vasc Anesth"
"32279908","2020-04-14","Arch Med Res"
"32279905","2020-04-14","Eur Urol"
"32279903","2020-04-14","Eur Urol"
"32279701","2020-04-14","Infect Control Hosp Epidemiol"
"32279694","2020-04-14","Infect Control Hosp Epidemiol"
"32279693","2020-04-14","Infect Control Hosp Epidemiol"
"32279686","2020-04-14","Prehosp Disaster Med"
"32279677","2020-04-14","Infect Control Hosp Epidemiol"
"32279676","2020-04-14","Infect Control Hosp Epidemiol"
"32279675","2020-04-14","Infect Control Hosp Epidemiol"
"32279674","2020-04-14","Infect Control Hosp Epidemiol"
"32279655","2020-04-14","Exp Clin Transplant"
"32279654","2020-04-14","Exp Clin Transplant"
"32279554","2020-04-14","Br J Nurs"
