Refid,Author,Title,Date,Journal,PMID,User,Level,Were you able to find the article? ,Type of Study,Sample Size,Sample Size is >5 (Case Reports ONLY) ,Speciality Bucket -> Anesthesia,Speciality Bucket -> Cardiology,Speciality Bucket -> Emergency Medicine,Speciality Bucket -> Family Medicine,Speciality Bucket -> Gastroenterology,Speciality Bucket -> General,Speciality Bucket -> Immunology,Speciality Bucket -> Internal Medicine,Speciality Bucket -> ICU,Speciality Bucket -> Medical Education,Speciality Bucket -> OBGYN,Speciality Bucket -> Oncology,Speciality Bucket -> Peds,Speciality Bucket -> Psych,Speciality Bucket -> Respirology,Speciality Bucket -> Rheumatology,Speciality Bucket -> Radiology,Speciality Bucket -> Other,Speciality Bucket -> Other (COMMENT),Type Bucket -> Evidence-based guidance documents and guidelines,Type Bucket -> High quality descriptive studies,Type Bucket -> Natural history studies,Type Bucket -> Case report,Type Bucket -> Reports of interventions/treatments,Type Bucket -> Imaging studies,Type Bucket -> Letter to the Editor/Opinion,Type Bucket -> Not in English,Type Bucket -> Other,Type Bucket -> Other (COMMENT),Should this reference be included in the next stage? 
674,"P Mo, Y Xing, Y Xiao, L Deng, Q Zhao, H Wang, Y Xiong, Z Cheng, S Gao, K Liang, M Luo, T Chen, S Song, Z Ma, X Chen, R Zheng, Q Cao, F Wang, Y Zhang","Clinical characteristics of refractory COVID-19 pneumonia in Wuhan, China.",20-Mar,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,32173725,kearneh,1,Yes,Cohort Studies,155,Yes,,,,,,,,Internal Medicine,,,,,,,,,,,,,,Natural history studies,Case report,,,,,,,Yes
674,"P Mo, Y Xing, Y Xiao, L Deng, Q Zhao, H Wang, Y Xiong, Z Cheng, S Gao, K Liang, M Luo, T Chen, S Song, Z Ma, X Chen, R Zheng, Q Cao, F Wang, Y Zhang","Clinical characteristics of refractory COVID-19 pneumonia in Wuhan, China.",20-Mar,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,32173725,Daniellevin,1,Yes,Case Control Studies,,Yes,,,,,,,Immunology,,ICU,,,,,,,,,,,Evidence-based guidance documents and guidelines,,,,,,,,,,Yes
675,"F Liu, A Xu, Y Zhang, W Xuan, T Yan, K Pan, W Yu, J Zhang",Patients of COVID-19 may benefit from sustained lopinavir-combined regimen and the increase of eosinophil may predict the outcome of COVID-19 progression.,20-Mar,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,32173576,kearneh,1,Yes,Case Series/Report,10,Yes,,,,,,,,Internal Medicine,,,,,,,,,,,,,,Natural history studies,Case report,,,,,,,Yes
675,"F Liu, A Xu, Y Zhang, W Xuan, T Yan, K Pan, W Yu, J Zhang",Patients of COVID-19 may benefit from sustained lopinavir-combined regimen and the increase of eosinophil may predict the outcome of COVID-19 progression.,20-Mar,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,32173576,Daniellevin,1,Yes,Case Series/Report,10,Yes,,,,,,,,Internal Medicine,ICU,,,,,,,,,,,,,,,Reports of interventions/treatments,,,,,,Yes
676,"J Yang, Y Zheng, X Gou, K Pu, Z Chen, Q Guo, R Ji, H Wang, Y Wang, Y Zhou",Prevalence of comorbidities in the novel Wuhan coronavirus (COVID-19) infection: a systematic review and meta-analysis.,20-Mar,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,32173574,kearneh,1,Yes,Meta Analysis,46248,N/A - pick if not case report,,,,,,General,,Internal Medicine,,,,,,,,,,,,,High quality descriptive studies,,,,,,,,,Yes
676,"J Yang, Y Zheng, X Gou, K Pu, Z Chen, Q Guo, R Ji, H Wang, Y Wang, Y Zhou",Prevalence of comorbidities in the novel Wuhan coronavirus (COVID-19) infection: a systematic review and meta-analysis.,20-Mar,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,32173574,Daniellevin,1,Yes,Meta Analysis,46248,,,,,,,General,,,ICU,,,,,,,,,,,Evidence-based guidance documents and guidelines,,,,,,,,,,Yes
682,"A Cortegiani, G Ingoglia, M Ippolito, A Giarratano, S Einav",A systematic review on the efficacy and safety of chloroquine for the treatment of COVID-19.,20-Mar,Journal of critical care,32173110,kearneh,1,Yes,Systematic Review,,,,,,,,General,,,,,,,,,,,,,,Evidence-based guidance documents and guidelines,,,,,,,,,,Yes
682,"A Cortegiani, G Ingoglia, M Ippolito, A Giarratano, S Einav",A systematic review on the efficacy and safety of chloroquine for the treatment of COVID-19.,20-Mar,Journal of critical care,32173110,Daniellevin,1,Yes,Systematic Review,,,,,,,,General,,,,,,,,,,,,,,Evidence-based guidance documents and guidelines,,,,Reports of interventions/treatments,,,,,,Yes
683,"SY Fung, KS Yuen, ZW Ye, CP Chan, DY Jin",A tug-of-war between severe acute respiratory syndrome coronavirus 2 and host antiviral defence: lessons from other pathogenic viruses.,2020,Emerging microbes & infections,32172672,kearneh,1,Yes,Narrative Review/Expert Opinion,,N/A - pick if not case report,,,,,,General,Immunology,,,,,,,,,,,,,,High quality descriptive studies,,,,,,,,,Yes
683,"SY Fung, KS Yuen, ZW Ye, CP Chan, DY Jin",A tug-of-war between severe acute respiratory syndrome coronavirus 2 and host antiviral defence: lessons from other pathogenic viruses.,2020,Emerging microbes & infections,32172672,Daniellevin,1,Yes,Narrative Review/Expert Opinion,,,,,,,,,Immunology,,,,,,,,,,,,,,,,,,,Letter to the Editor/Opinion,,,,Yes
684,T Li,Diagnosis and clinical management of severe acute respiratory syndrome Coronavirus 2 (SARS-CoV-2) infection: an operational recommendation of Peking Union Medical College Hospital (V2.0).,2020,Emerging microbes & infections,32172669,kearneh,1,Yes,Narrative Review/Expert Opinion,,,,,,,,General,,,,,,,,,,,,,,Evidence-based guidance documents and guidelines,,,,,,,,,,Yes
684,T Li,Diagnosis and clinical management of severe acute respiratory syndrome Coronavirus 2 (SARS-CoV-2) infection: an operational recommendation of Peking Union Medical College Hospital (V2.0).,2020,Emerging microbes & infections,32172669,Daniellevin,1,Yes,Narrative Review/Expert Opinion,,,,,,,,,,,ICU,,,,,,,,,,,,,,,Reports of interventions/treatments,,,,,,Yes
685,"HJ Kim, JS Ko, TY Kim,  ",Recommendations for Anesthesia in Patients Suspected of Coronavirus 2019-nCoV Infection.,20-Mar,Korean journal of anesthesiology,32172550,kearneh,1,Yes,Narrative Review/Expert Opinion,,,Anesthesia,,,,,,,,,,,,,,,,,,,Evidence-based guidance documents and guidelines,,,,,,,,,,Yes
685,"HJ Kim, JS Ko, TY Kim,  ",Recommendations for Anesthesia in Patients Suspected of Coronavirus 2019-nCoV Infection.,20-Mar,Korean journal of anesthesiology,32172550,Daniellevin,1,Yes,Narrative Review/Expert Opinion,,,Anesthesia,,,,,,,,,,,,,,,,,,,,,,,,,Letter to the Editor/Opinion,,,,Yes
689,"BM Henry, G Lippi, M Plebani",Laboratory abnormalities in children with novel coronavirus disease 2019.,20-Mar,Clinical chemistry and laboratory medicine,32172227,kearneh,1,Yes,Systematic Review,,N/A - pick if not case report,,,,,,,,,,,,,Peds,,,,,,,Evidence-based guidance documents and guidelines,,,,,,,,,,Yes
689,"BM Henry, G Lippi, M Plebani",Laboratory abnormalities in children with novel coronavirus disease 2019.,20-Mar,Clinical chemistry and laboratory medicine,32172227,Daniellevin,1,Yes,Systematic Review,9,N/A - pick if not case report,,,,,,,,,,,,,Peds,,,,,,,Evidence-based guidance documents and guidelines,,,,,,,,,,Yes
690,"H Han, L Yang, R Liu, F Liu, KL Wu, J Li, XH Liu, CL Zhu",Prominent changes in blood coagulation of patients with SARS-CoV-2 infection.,20-Mar,Clinical chemistry and laboratory medicine,32172226,kearneh,1,Yes,Randomized Control Trial,94,Yes,,,,,,,,Internal Medicine,,,,,,,,,,,,,High quality descriptive studies,,,,,,,,,Yes
690,"H Han, L Yang, R Liu, F Liu, KL Wu, J Li, XH Liu, CL Zhu",Prominent changes in blood coagulation of patients with SARS-CoV-2 infection.,20-Mar,Clinical chemistry and laboratory medicine,32172226,Daniellevin,1,Yes,Cohort Studies,134,,,,Emergency Medicine,,,,,Internal Medicine,ICU,,,,,,,,,Other,Hematology,Evidence-based guidance documents and guidelines,,,,,,,,,,Yes
696,"L Deng, C Li, Q Zeng, X Liu, X Li, H Zhang, Z Hong, J Xia",Arbidol combined with LPV/r versus LPV/r alone against Corona Virus Disease 2019: A retrospective cohort study.,20-Mar,The Journal of infection,32171872,Meghanglibbery,1,Yes,Cohort Studies,16,N/A - pick if not case report,,,,,,General,,,,,,,,,,,,,,,,,,Reports of interventions/treatments,,,,,,Yes
696,"L Deng, C Li, Q Zeng, X Liu, X Li, H Zhang, Z Hong, J Xia",Arbidol combined with LPV/r versus LPV/r alone against Corona Virus Disease 2019: A retrospective cohort study.,20-Mar,The Journal of infection,32171872,jasper.ho,1,Yes,Cohort Studies,,N/A - pick if not case report,,,,,,General,,Internal Medicine,,,,,,,,,,,,,,,,Reports of interventions/treatments,,,,,,Yes
697,"J Chen, T Qi, L Liu, Y Ling, Z Qian, T Li, F Li, Q Xu, Y Zhang, S Xu, Z Song, Y Zeng, Y Shen, Y Shi, T Zhu, H Lu","Clinical progression of patients with COVID-19 in Shanghai, China.",20-Mar,The Journal of infection,32171869,Meghanglibbery,1,Yes,Cohort Studies,249,,,,,,,General,,,ICU,,,,,,,,,,,,,Natural history studies,,,,,,,,Yes
697,"J Chen, T Qi, L Liu, Y Ling, Z Qian, T Li, F Li, Q Xu, Y Zhang, S Xu, Z Song, Y Zeng, Y Shen, Y Shi, T Zhu, H Lu","Clinical progression of patients with COVID-19 in Shanghai, China.",20-Mar,The Journal of infection,32171869,jasper.ho,1,Yes,Cohort Studies,,N/A - pick if not case report,,,,,,,,Internal Medicine,,,,,,,,,,,,,High quality descriptive studies,Natural history studies,,,,,,,,Yes
698,"G Ye, Z Pan, Y Pan, Q Deng, L Chen, J Li, Y Li, X Wang",Clinical characteristics of severe acute respiratory syndrome coronavirus 2 reactivation.,20-Mar,The Journal of infection,32171867,Meghanglibbery,1,Yes,Case Series/Report,55,N/A - pick if not case report,,,,,,General,,,,,,,,,,,,,,,,Natural history studies,,,,,,,,Yes
698,"G Ye, Z Pan, Y Pan, Q Deng, L Chen, J Li, Y Li, X Wang",Clinical characteristics of severe acute respiratory syndrome coronavirus 2 reactivation.,20-Mar,The Journal of infection,32171867,jasper.ho,1,Yes,Cohort Studies,,N/A - pick if not case report,,,,,,General,,Internal Medicine,,,,,,,,,,,,,High quality descriptive studies,,,,,,,,,Yes
699,"K Liu, Y Chen, R Lin, K Han",Clinical feature of COVID-19 in elderly patients: a comparison with young and middle-aged patients.,20-Mar,The Journal of infection,32171866,Meghanglibbery,1,Yes,Cohort Studies,56,,,,,,,General,,,,,,,,,,,,,,,,Natural history studies,,,,,,,,Yes
699,"K Liu, Y Chen, R Lin, K Han",Clinical feature of COVID-19 in elderly patients: a comparison with young and middle-aged patients.,20-Mar,The Journal of infection,32171866,jasper.ho,1,Yes,Cohort Studies,,N/A - pick if not case report,,,,,,General,,Internal Medicine,,,,,,,,,,Other,Geriatrics,,High quality descriptive studies,,,,,,,,,Yes
700,"H Liu, F Liu, J Li, T Zhang, D Wang, W Lan",Clinical and CT imaging features of the COVID-19 pneumonia: Focus on pregnant women and children.,20-Mar,The Journal of infection,32171865,Meghanglibbery,1,Yes,Cohort Studies,59,,,,,,,General,,,,,OBGYN,,Peds,,,,Radiology,,,,,Natural history studies,,,Imaging studies,,,,,Yes
700,"H Liu, F Liu, J Li, T Zhang, D Wang, W Lan",Clinical and CT imaging features of the COVID-19 pneumonia: Focus on pregnant women and children.,20-Mar,The Journal of infection,32171865,jasper.ho,1,Yes,Cohort Studies,,N/A - pick if not case report,,,,,,General,,Internal Medicine,,,,,,,,,Radiology,,,,High quality descriptive studies,,,,,,,,,Yes
705,"CA Devaux, JM Rolain, P Colson, D Raoult",New insights on the antiviral effects of chloroquine against coronavirus: what to expect for COVID-19?,20-Mar,International journal of antimicrobial agents,32171740,Meghanglibbery,1,Yes,Narrative Review/Expert Opinion,,,,,,,,General,,,,,,,,,,,,,,,,,,,,Letter to the Editor/Opinion,,,,Yes
705,"CA Devaux, JM Rolain, P Colson, D Raoult",New insights on the antiviral effects of chloroquine against coronavirus: what to expect for COVID-19?,20-Mar,International journal of antimicrobial agents,32171740,jasper.ho,1,Yes,Narrative Review/Expert Opinion,,N/A - pick if not case report,,,,,,,,,,,,,,,,,,Other,Virology,,,,,,,Letter to the Editor/Opinion,,,,Yes
708,"D Baud, X Qi, K Nielsen-Saines, D Musso, L Pomar, G Favre",Real estimates of mortality following COVID-19 infection.,20-Mar,The Lancet. Infectious diseases,32171390,Meghanglibbery,1,Yes,Narrative Review/Expert Opinion,,,,,,,,General,,,,,,,,,,,,,,,,,,,,Letter to the Editor/Opinion,,,,Yes
708,"D Baud, X Qi, K Nielsen-Saines, D Musso, L Pomar, G Favre",Real estimates of mortality following COVID-19 infection.,20-Mar,The Lancet. Infectious diseases,32171390,jasper.ho,1,Yes,Narrative Review/Expert Opinion,,N/A - pick if not case report,,,,,,,,,,,,,,,,,,Other,Epidemiology,,High quality descriptive studies,,,,,Letter to the Editor/Opinion,,,,Yes
709,"H Han, Q Luo, F Mo, L Long, W Zheng",SARS-CoV-2 RNA more readily detected in induced sputum than in throat swabs of convalescent COVID-19 patients.,20-Mar,The Lancet. Infectious diseases,32171389,Meghanglibbery,1,Yes,Case Series/Report,2,No,,,,,,General,,,,,,,,,,,,Other,Public Health,,,,,,,Letter to the Editor/Opinion,,Other,Public Health,Yes
709,"H Han, Q Luo, F Mo, L Long, W Zheng",SARS-CoV-2 RNA more readily detected in induced sputum than in throat swabs of convalescent COVID-19 patients.,20-Mar,The Lancet. Infectious diseases,32171389,jasper.ho,1,Yes,Case Series/Report,2,No,,,,,,,,,,,,,,,,,,Other,Medical microbio,,,,Case report,,,,,,,Yes
711,"P Conti, G Ronconi, A Caraffa, CE Gallenga, R Ross, I Frydas, SK Kritas",Induction of pro-inflammatory cytokines (IL-1 and IL-6) and lung inflammation by Coronavirus-19 (COVI-19 or SARS-CoV-2): anti-inflammatory strategies.,03 2020,Journal of biological regulators and homeostatic agents,32171193,Meghanglibbery,1,Yes,Narrative Review/Expert Opinion,,,,,,,,General,,,,,,,,,,,,,,,,,,Reports of interventions/treatments,,,,,,Yes
711,"P Conti, G Ronconi, A Caraffa, CE Gallenga, R Ross, I Frydas, SK Kritas",Induction of pro-inflammatory cytokines (IL-1 and IL-6) and lung inflammation by Coronavirus-19 (COVI-19 or SARS-CoV-2): anti-inflammatory strategies.,03 2020,Journal of biological regulators and homeostatic agents,32171193,jasper.ho,1,Yes,Narrative Review/Expert Opinion,,N/A - pick if not case report,,,,,,,Immunology,,,,,,,,,,,Other,Virology,,High quality descriptive studies,,,,,,,,,Yes
715,"F Zhou, T Yu, R Du, G Fan, Y Liu, Z Liu, J Xiang, Y Wang, B Song, X Gu, L Guan, Y Wei, H Li, X Wu, J Xu, S Tu, Y Zhang, H Chen, B Cao","Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study.",20-Mar,"Lancet (London, England)",32171076,Meghanglibbery,1,Yes,Cohort Studies,191,,,,,,,,,Internal Medicine,ICU,,,,,,,,,,,,,Natural history studies,,,,,,,,Yes
715,"F Zhou, T Yu, R Du, G Fan, Y Liu, Z Liu, J Xiang, Y Wang, B Song, X Gu, L Guan, Y Wei, H Li, X Wu, J Xu, S Tu, Y Zhang, H Chen, B Cao","Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study.",20-Mar,"Lancet (London, England)",32171076,jasper.ho,1,Yes,Cohort Studies,,N/A - pick if not case report,,,,,,,,Internal Medicine,,,,,,,,,,,,,High quality descriptive studies,,,,,,,,,Yes
718,H Cai,Sex difference and smoking predisposition in patients with COVID-19.,20-Mar,The Lancet. Respiratory medicine,32171067,Meghanglibbery,1,Yes,Narrative Review/Expert Opinion,,,,,,,,General,,,,,,,,,,,,,,,,,,,,Letter to the Editor/Opinion,,,,Yes
718,H Cai,Sex difference and smoking predisposition in patients with COVID-19.,20-Mar,The Lancet. Respiratory medicine,32171067,jasper.ho,1,Yes,Narrative Review/Expert Opinion,,N/A - pick if not case report,,,,,,,,Internal Medicine,,,,,,,Respirology,,,,,Evidence-based guidance documents and guidelines,,,,,,,,,,Yes
719,"RR Ayebare, R Flick, S Okware, B Bodo, M Lamorde",Adoption of COVID-19 triage strategies for low-income settings.,20-Mar,The Lancet. Respiratory medicine,32171063,Meghanglibbery,1,Yes,Narrative Review/Expert Opinion,,,,,,,,General,,,,,,,,,,,,,,,,,,,,Letter to the Editor/Opinion,,,,Yes
719,"RR Ayebare, R Flick, S Okware, B Bodo, M Lamorde",Adoption of COVID-19 triage strategies for low-income settings.,20-Mar,The Lancet. Respiratory medicine,32171063,jasper.ho,1,Yes,Narrative Review/Expert Opinion,,N/A - pick if not case report,,,,,,,,,,,,,,,,,,Other,Public health,,,,,Reports of interventions/treatments,,,,,,Yes
720,"L Fang, G Karakiulakis, M Roth",Are patients with hypertension and diabetes mellitus at increased risk for COVID-19 infection?,20-Mar,The Lancet. Respiratory medicine,32171062,Meghanglibbery,1,Yes,Narrative Review/Expert Opinion,,,,,,,,General,,,,,,,,,,,,,,,,,,,,Letter to the Editor/Opinion,,,,Yes
720,"L Fang, G Karakiulakis, M Roth",Are patients with hypertension and diabetes mellitus at increased risk for COVID-19 infection?,20-Mar,The Lancet. Respiratory medicine,32171062,jasper.ho,1,Yes,Narrative Review/Expert Opinion,,N/A - pick if not case report,,,,,,,,Internal Medicine,,,,,,,,,,,,,,,,,,Letter to the Editor/Opinion,,,,Yes
722,"R Mao, J Liang, J Shen, S Ghosh, LR Zhu, H Yang, KC Wu, MH Chen,  ,  ",Implications of COVID-19 for patients with pre-existing digestive diseases.,20-Mar,The lancet. Gastroenterology & hepatology,32171057,Meghanglibbery,1,Yes,Narrative Review/Expert Opinion,,,,,,,Gastroenterology,General,,,,,,,,,,,,,,,,,,,,Letter to the Editor/Opinion,,,,Yes
722,"R Mao, J Liang, J Shen, S Ghosh, LR Zhu, H Yang, KC Wu, MH Chen,  ,  ",Implications of COVID-19 for patients with pre-existing digestive diseases.,20-Mar,The lancet. Gastroenterology & hepatology,32171057,jasper.ho,1,Yes,Narrative Review/Expert Opinion,,N/A - pick if not case report,,,,,Gastroenterology,,,Internal Medicine,,,,,,,,,,,,Evidence-based guidance documents and guidelines,,,,,,,,,,Yes
727,"F He, Y Deng, W Li",Coronavirus Disease 2019 (COVID-19): What we know?,20-Mar,Journal of medical virology,32170865,Meghanglibbery,1,Yes,Narrative Review/Expert Opinion,,,,,,,,General,,,,,,,,,,,,,,,,,,,,Letter to the Editor/Opinion,,,,Yes
727,"F He, Y Deng, W Li",Coronavirus Disease 2019 (COVID-19): What we know?,20-Mar,Journal of medical virology,32170865,jasper.ho,1,Yes,Narrative Review/Expert Opinion,,N/A - pick if not case report,,,,,,General,,,,,,,,,,,,,,Evidence-based guidance documents and guidelines,,,,,,,,,,Yes
728,"L Xu, J Liu, M Lu, D Yang, X Zheng",Liver injury during highly pathogenic human coronavirus infections.,20-Mar,Liver international : official journal of the International Association for the Study of the Liver,32170806,Meghanglibbery,1,Yes,Narrative Review/Expert Opinion,,,,,,,Gastroenterology,,,Internal Medicine,,,,,,,,,,,,,,Natural history studies,,,,,,,,Yes
728,"L Xu, J Liu, M Lu, D Yang, X Zheng",Liver injury during highly pathogenic human coronavirus infections.,20-Mar,Liver international : official journal of the International Association for the Study of the Liver,32170806,jasper.ho,1,Yes,Narrative Review/Expert Opinion,,N/A - pick if not case report,,,,,Gastroenterology,,,Internal Medicine,,,,,,,,,,,,,High quality descriptive studies,,,,,,,,,Yes
729,"Y Yan, H Chen, L Chen, B Cheng, P Diao, L Dong, X Gao, H Gu, L He, C Ji, H Jin, W Lai, T Lei, L Li, L Li, R Li, D Liu, W Liu, Q Lu, Y Shi, J Song, J Tao, B Wang, G Wang, Y Wu, L Xiang, J Xie, J Xu, Z Yao, F Zhang, J Zhang, S Zhong, H Li, H Li",Consensus of Chinese experts on protection of skin and mucous membrane barrier for healthcare workers fighting against coronavirus disease 2019.,20-Mar,Dermatologic therapy,32170800,Meghanglibbery,1,Yes,Narrative Review/Expert Opinion,,,,,,,,General,,,,,,,,,,,,Other,Public Health,,,,,,,Letter to the Editor/Opinion,,,,Yes
729,"Y Yan, H Chen, L Chen, B Cheng, P Diao, L Dong, X Gao, H Gu, L He, C Ji, H Jin, W Lai, T Lei, L Li, L Li, R Li, D Liu, W Liu, Q Lu, Y Shi, J Song, J Tao, B Wang, G Wang, Y Wu, L Xiang, J Xie, J Xu, Z Yao, F Zhang, J Zhang, S Zhong, H Li, H Li",Consensus of Chinese experts on protection of skin and mucous membrane barrier for healthcare workers fighting against coronavirus disease 2019.,20-Mar,Dermatologic therapy,32170800,jasper.ho,1,Yes,Narrative Review/Expert Opinion,,N/A - pick if not case report,,,,,,General,,,,,,,,,,,,Other,Occupational health,Evidence-based guidance documents and guidelines,,,,,,,,,,Yes
730,"D Lin, L Liu, M Zhang, Y Hu, Q Yang, J Guo, Y Guo, Y Dai, Y Xu, Y Cai, X Chen, Z Zhang, K Huang",Co-infections of SARS-CoV-2 with multiple common respiratory pathogens in infected patients.,20-Mar,Science China. Life sciences,32170625,Meghanglibbery,1,Yes,Narrative Review/Expert Opinion,,,,,,,,General,,,,,,,,,Respirology,,,,,,,,,,,Letter to the Editor/Opinion,,,,Yes
730,"D Lin, L Liu, M Zhang, Y Hu, Q Yang, J Guo, Y Guo, Y Dai, Y Xu, Y Cai, X Chen, Z Zhang, K Huang",Co-infections of SARS-CoV-2 with multiple common respiratory pathogens in infected patients.,20-Mar,Science China. Life sciences,32170625,jasper.ho,1,Yes,Cohort Studies,,N/A - pick if not case report,,,,,,,,Internal Medicine,,,,,,,Respirology,,,,,,High quality descriptive studies,,,,,,,,,Yes
