"Refid","Author","Title","Date","Journal","PMID","User","Level","Were you able to find the article? ","Type of Study","Speciality Bucket -> Anesthesia","Speciality Bucket -> Cardiology","Speciality Bucket -> Dermatology","Speciality Bucket -> Emergency Medicine","Speciality Bucket -> Family Medicine","Speciality Bucket -> Gastroenterology","Speciality Bucket -> Geriatrics","Speciality Bucket -> General","Speciality Bucket -> Hematology","Speciality Bucket -> Immunology","Speciality Bucket -> Internal Medicine","Speciality Bucket -> ICU","Speciality Bucket -> Medical Education","Speciality Bucket -> Microbiology","Speciality Bucket -> Nephrology","Speciality Bucket -> Neurology","Speciality Bucket -> OBGYN","Speciality Bucket -> Oncology","Speciality Bucket -> Palliative Care","Speciality Bucket -> Peds","Speciality Bucket -> Public Health","Speciality Bucket -> Psych","Speciality Bucket -> Respirology","Speciality Bucket -> Rheumatology","Speciality Bucket -> Radiology","Speciality Bucket -> Surgery","Speciality Bucket -> Other","Speciality Bucket -> Other (COMMENT)","Type Bucket -> Evidence-based guidance documents and guidelines","Type Bucket -> High quality observational  studies (cohort, case-control studies, etc.)","Type Bucket -> High quality experimental studies (RCTs)","Type Bucket -> Natural history studies","Type Bucket -> Case report","Type Bucket -> Lab studies","Type Bucket -> Reports of interventions/treatments","Type Bucket -> Imaging studies","Type Bucket -> Letter to the Editor/Opinion","Type Bucket -> Incorrect Coronavirus","Type Bucket -> Not in English","Type Bucket -> Other","Type Bucket -> Other (COMMENT)","Type Bucket -> Can't tell","Should this reference be included in the next stage? ",
"624","JC Lagier, P Colson, H Tissot Dupont, J Salomon, B Doudier, C Aubry, F Gouriet, S Baron, P Dudouet, R Flores, L Ailhaud, P Gautret, P Parola, B La Scola, D Raoult, P Brouqui","Testing the repatriated for SARS-Cov2: Should laboratory-based quarantine replace traditional quarantine?","Mar 2020","Travel medicine and infectious disease","32179125","kearneh","1","Yes","Cohort Studies",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,,,,"Yes",
"624","JC Lagier, P Colson, H Tissot Dupont, J Salomon, B Doudier, C Aubry, F Gouriet, S Baron, P Dudouet, R Flores, L Ailhaud, P Gautret, P Parola, B La Scola, D Raoult, P Brouqui","Testing the repatriated for SARS-Cov2: Should laboratory-based quarantine replace traditional quarantine?","Mar 2020","Travel medicine and infectious disease","32179125","Daniellevin","1","Yes","Case Series/Report",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"624","JC Lagier, P Colson, H Tissot Dupont, J Salomon, B Doudier, C Aubry, F Gouriet, S Baron, P Dudouet, R Flores, L Ailhaud, P Gautret, P Parola, B La Scola, D Raoult, P Brouqui","Testing the repatriated for SARS-Cov2: Should laboratory-based quarantine replace traditional quarantine?","Mar 2020","Travel medicine and infectious disease","32179125","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Public health",,,,,,,"Reports of interventions/treatments",,"Letter to the Editor/Opinion",,,,,,"Yes",
"625","AJ Rodriguez-Morales, JA Cardona-Ospina, E Gutiérrez-Ocampo, R Villamizar-Peña, Y Holguin-Rivera, JP Escalera-Antezana, LE Alvarado-Arnez, DK Bonilla-Aldana, C Franco-Paredes, AF Henao-Martinez, A Paniz-Mondolfi, GJ Lagos-Grisales, E Ramírez-Vallejo, JA Suárez, LI Zambrano, WE Villamil-Gómez, GJ Balbin-Ramon, AA Rabaan, H Harapan, K Dhama, H Nishiura, H Kataoka, T Ahmad, R Sah,  ","Clinical, laboratory and imaging features of COVID-19: A systematic review and meta-analysis.","Mar 2020","Travel medicine and infectious disease","32179124","kearneh","1","Yes","Systematic Review",,,,,,,,,,,,"ICU",,,,,,,,,,,,,,,,,,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,,,,,"Yes",
"625","AJ Rodriguez-Morales, JA Cardona-Ospina, E Gutiérrez-Ocampo, R Villamizar-Peña, Y Holguin-Rivera, JP Escalera-Antezana, LE Alvarado-Arnez, DK Bonilla-Aldana, C Franco-Paredes, AF Henao-Martinez, A Paniz-Mondolfi, GJ Lagos-Grisales, E Ramírez-Vallejo, JA Suárez, LI Zambrano, WE Villamil-Gómez, GJ Balbin-Ramon, AA Rabaan, H Harapan, K Dhama, H Nishiura, H Kataoka, T Ahmad, R Sah,  ","Clinical, laboratory and imaging features of COVID-19: A systematic review and meta-analysis.","Mar 2020","Travel medicine and infectious disease","32179124","jasper.ho","1","Yes","Meta Analysis",,,,"Emergency Medicine",,,,"General",,,"Internal Medicine","ICU",,,,,,,,,,,,,"Radiology",,,,,"High quality observational  studies (cohort, case-control studies, etc.)",,"Natural history studies",,,,"Imaging studies",,,,,,,"Yes",
"626","W Hao, M Li","Clinical diagnostic value of CT imaging in COVID-19 with multiple negative RT-PCR testing.","Mar 2020","Travel medicine and infectious disease","32179123","kearneh","1","Yes","Case Series/Report",,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,"Natural history studies","Case report",,,"Imaging studies",,,,,,,"Yes",
"626","W Hao, M Li","Clinical diagnostic value of CT imaging in COVID-19 with multiple negative RT-PCR testing.","Mar 2020","Travel medicine and infectious disease","32179123","jasper.ho","1","Yes","Case Series/Report",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"628","A Repici, R Maselli, M Colombo, R Gabbiadini, M Spadaccini, A Anderloni, S Carrara, A Fugazza, M Di Leo, PA Galtieri, G Pellegatta, EC Ferrara, E Azzolini, M Lagioia","Coronavirus (COVID-19) outbreak: what the department of endoscopy should know.","Mar 2020","Gastrointestinal endoscopy","32179106","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,"Gastroenterology",,,,,,,,,,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,,,,,"Yes",
"628","A Repici, R Maselli, M Colombo, R Gabbiadini, M Spadaccini, A Anderloni, S Carrara, A Fugazza, M Di Leo, PA Galtieri, G Pellegatta, EC Ferrara, E Azzolini, M Lagioia","Coronavirus (COVID-19) outbreak: what the department of endoscopy should know.","Mar 2020","Gastrointestinal endoscopy","32179106","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,"Gastroenterology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"629","G Lippi, M Plebani, B Michael Henry","Thrombocytopenia is associated with severe coronavirus disease 2019 (COVID-19) infections: A meta-analysis.","Mar 2020","Clinica chimica acta; international journal of clinical chemistry","32178975","kearneh","1","Yes","Meta Analysis",,,,,,,,"General",,,"Internal Medicine",,,,,,,,,,,,,,,,,,,"High quality observational  studies (cohort, case-control studies, etc.)",,"Natural history studies",,,,,,,,,,,"Yes",
"629","G Lippi, M Plebani, B Michael Henry","Thrombocytopenia is associated with severe coronavirus disease 2019 (COVID-19) infections: A meta-analysis.","Mar 2020","Clinica chimica acta; international journal of clinical chemistry","32178975","Daniellevin","1","Yes","Meta Analysis",,,,"Emergency Medicine","Family Medicine",,,"General",,,"Internal Medicine","ICU",,,,,,"Oncology",,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,,,,,"Yes",
"631","S Zhao, K Ling, H Yan, L Zhong, X Peng, S Yao, J Huang, X Chen","Anesthetic Management of Patients With Suspected or Confirmed 2019 Novel Coronavirus Infection During Emergency Procedures.","Feb 2020","Journal of cardiothoracic and vascular anesthesia","32178954","kearneh","1","Yes","Cohort Studies","Anesthesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,,,,,"Yes",
"631","S Zhao, K Ling, H Yan, L Zhong, X Peng, S Yao, J Huang, X Chen","Anesthetic Management of Patients With Suspected or Confirmed 2019 Novel Coronavirus Infection During Emergency Procedures.","Feb 2020","Journal of cardiothoracic and vascular anesthesia","32178954","jasper.ho","1","Yes","Cohort Studies","Anesthesia",,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Surgery","Evidence-based guidance documents and guidelines",,,,,,"Reports of interventions/treatments",,,,,,,,"Yes",
"632","BM Henry","COVID-19, ECMO, and lymphopenia: a word of caution.","Mar 2020","The Lancet. Respiratory medicine","32178774","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,"Internal Medicine","ICU",,,,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,,,,,"Yes",
"632","BM Henry","COVID-19, ECMO, and lymphopenia: a word of caution.","Mar 2020","The Lancet. Respiratory medicine","32178774","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,"ICU",,,,,,,,,,,"Respirology",,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"632","BM Henry","COVID-19, ECMO, and lymphopenia: a word of caution.","Mar 2020","The Lancet. Respiratory medicine","32178774","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,"ICU",,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"640","G Yang, H Zhang, Y Yang","Challenges and Countermeasures of Integrative Cancer Therapy in the Epidemic of COVID-19.",,"Integrative cancer therapies","32178547","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,"Oncology",,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,"Natural history studies",,,,,,,,,,,"Yes",
"640","G Yang, H Zhang, Y Yang","Challenges and Countermeasures of Integrative Cancer Therapy in the Epidemic of COVID-19.",,"Integrative cancer therapies","32178547","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,"Oncology",,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"640","G Yang, H Zhang, Y Yang","Challenges and Countermeasures of Integrative Cancer Therapy in the Epidemic of COVID-19.",,"Integrative cancer therapies","32178547","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Chinese traditional medicine",,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"643","Z Wang, B Yang, Q Li, L Wen, R Zhang","Clinical Features of 69 Cases with Coronavirus Disease 2019 in Wuhan, China.","Mar 2020","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","32176772","kearneh","1","Yes","Case Series/Report",,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,"Natural history studies","Case report",,,,,,,,,,"Yes",
"643","Z Wang, B Yang, Q Li, L Wen, R Zhang","Clinical Features of 69 Cases with Coronavirus Disease 2019 in Wuhan, China.","Mar 2020","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","32176772","Daniellevin","1","Yes","Case Series/Report",,,,,,,,,,,"Internal Medicine","ICU",,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"646","Y Peng, YH Zhou","Is novel coronavirus disease (COVID-19) transmitted through conjunctiva?","Mar 2020","Journal of medical virology","32176356","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Optho",,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"646","Y Peng, YH Zhou","Is novel coronavirus disease (COVID-19) transmitted through conjunctiva?","Mar 2020","Journal of medical virology","32176356","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Opthmology",,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"648","K Ng, BH Poon, TH Kiat Puar, JL Shan Quah, WJ Loh, YJ Wong, TY Tan, J Raghuram","COVID-19 and the Risk to Health Care Workers: A Case Report.","Mar 2020","Annals of internal medicine","32176257","kearneh","1","Yes","Case Series/Report",,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"648","K Ng, BH Poon, TH Kiat Puar, JL Shan Quah, WJ Loh, YJ Wong, TY Tan, J Raghuram","COVID-19 and the Risk to Health Care Workers: A Case Report.","Mar 2020","Annals of internal medicine","32176257","Daniellevin","1","Yes","Case Series/Report",,,,,,,,,,,,"ICU",,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"650","I Seah, R Agrawal","Can the Coronavirus Disease 2019 (COVID-19) Affect the Eyes? A Review of Coronaviruses and Ocular Implications in Humans and Animals.","Mar 2020","Ocular immunology and inflammation","32175797","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Optho",,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"650","I Seah, R Agrawal","Can the Coronavirus Disease 2019 (COVID-19) Affect the Eyes? A Review of Coronaviruses and Ocular Implications in Humans and Animals.","Mar 2020","Ocular immunology and inflammation","32175797","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Opthmalogy",,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"654","YXJ Wang, WH Liu, M Yang, W Chen","The role of CT for Covid-19 patient's management remains poorly defined.","Feb 2020","Annals of translational medicine","32175437","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,"Radiology",,,,,,,,,,,"Imaging studies","Letter to the Editor/Opinion",,,,,,"Yes",
"654","YXJ Wang, WH Liu, M Yang, W Chen","The role of CT for Covid-19 patient's management remains poorly defined.","Feb 2020","Annals of translational medicine","32175437","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,"Radiology",,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"661","S Salehi, A Abedi, S Balakrishnan, A Gholamrezanezhad","Coronavirus Disease 2019 (COVID-19): A Systematic Review of Imaging Findings in 919 Patients.","Mar 2020","AJR. American journal of roentgenology","32174129","kearneh","1","Yes","Systematic Review",,,,,,,,,,,,,,,,,,,,,,,,,"Radiology",,,,,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,,,,,"Yes",
"661","S Salehi, A Abedi, S Balakrishnan, A Gholamrezanezhad","Coronavirus Disease 2019 (COVID-19): A Systematic Review of Imaging Findings in 919 Patients.","Mar 2020","AJR. American journal of roentgenology","32174129","Daniellevin","1","Yes","Systematic Review",,,,,,,,,,,,,,,,,,,,,,,,,"Radiology",,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,,,,,"Yes",
"662","Z Cheng, Y Lu, Q Cao, L Qin, Z Pan, F Yan, W Yang","Clinical Features and Chest CT Manifestations of Coronavirus Disease 2019 (COVID-19) in a Single-Center Study in Shanghai, China.","Mar 2020","AJR. American journal of roentgenology","32174128","kearneh","1","Yes","Cohort Studies",,,,,,,,,,,,,,,,,,,,,,,,,"Radiology",,,,,,,"Natural history studies",,,,"Imaging studies",,,,,,,"Yes",
"662","Z Cheng, Y Lu, Q Cao, L Qin, Z Pan, F Yan, W Yang","Clinical Features and Chest CT Manifestations of Coronavirus Disease 2019 (COVID-19) in a Single-Center Study in Shanghai, China.","Mar 2020","AJR. American journal of roentgenology","32174128","Daniellevin","1","Yes","Case Control Studies",,,,,,,,"General",,,,"ICU",,,,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,,,,,"Yes",
"663","J Zhang, P Peng, X Li, YF Zha, GN Zhang, Y Zhang, Y Xiang","[Management strategies for patients with gynecological malignancies during the outbreak of COVID19].","Mar 2020","Zhonghua fu chan ke za zhi","32174096","kearneh","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,"OBGYN",,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,,,,,"Yes",
"663","J Zhang, P Peng, X Li, YF Zha, GN Zhang, Y Zhang, Y Xiang","[Management strategies for patients with gynecological malignancies during the outbreak of COVID19].","Mar 2020","Zhonghua fu chan ke za zhi","32174096","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,"OBGYN","Oncology",,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"667","F Shi, Q Yu, W Huang, C Tan","2019 Novel Coronavirus (COVID-19) Pneumonia with Hemoptysis as the Initial Symptom: CT and Clinical Features.","Mar 2020","Korean journal of radiology","32174057","kearneh","1","Yes","Case Series/Report",,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"667","F Shi, Q Yu, W Huang, C Tan","2019 Novel Coronavirus (COVID-19) Pneumonia with Hemoptysis as the Initial Symptom: CT and Clinical Features.","Mar 2020","Korean journal of radiology","32174057","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,"Radiology",,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"673","J Willan, AJ King, S Hayes, GP Collins, A Peniket","Care of haematology patients in a COVID-19 epidemic.","Mar 2020","British journal of haematology","32173855","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,"Other","Hematology","Evidence-based guidance documents and guidelines",,,,,,,,,,,,,,"Yes",
"673","J Willan, AJ King, S Hayes, GP Collins, A Peniket","Care of haematology patients in a COVID-19 epidemic.","Mar 2020","British journal of haematology","32173855","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,"Other","Hematology",,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"674","P Mo, Y Xing, Y Xiao, L Deng, Q Zhao, H Wang, Y Xiong, Z Cheng, S Gao, K Liang, M Luo, T Chen, S Song, Z Ma, X Chen, R Zheng, Q Cao, F Wang, Y Zhang","Clinical characteristics of refractory COVID-19 pneumonia in Wuhan, China.","Mar 2020","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","32173725","kearneh","1","Yes","Cohort Studies",,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,"Natural history studies","Case report",,,,,,,,,,"Yes",
"674","P Mo, Y Xing, Y Xiao, L Deng, Q Zhao, H Wang, Y Xiong, Z Cheng, S Gao, K Liang, M Luo, T Chen, S Song, Z Ma, X Chen, R Zheng, Q Cao, F Wang, Y Zhang","Clinical characteristics of refractory COVID-19 pneumonia in Wuhan, China.","Mar 2020","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","32173725","Daniellevin","1","Yes","Case Control Studies",,,,,,,,,,"Immunology",,"ICU",,,,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,,,,,"Yes",
"675","F Liu, A Xu, Y Zhang, W Xuan, T Yan, K Pan, W Yu, J Zhang","Patients of COVID-19 may benefit from sustained lopinavir-combined regimen and the increase of eosinophil may predict the outcome of COVID-19 progression.","Mar 2020","International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","32173576","kearneh","1","Yes","Case Series/Report",,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,"Natural history studies","Case report",,,,,,,,,,"Yes",
"675","F Liu, A Xu, Y Zhang, W Xuan, T Yan, K Pan, W Yu, J Zhang","Patients of COVID-19 may benefit from sustained lopinavir-combined regimen and the increase of eosinophil may predict the outcome of COVID-19 progression.","Mar 2020","International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","32173576","Daniellevin","1","Yes","Case Series/Report",,,,,,,,,,,"Internal Medicine","ICU",,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,"Yes",
"676","J Yang, Y Zheng, X Gou, K Pu, Z Chen, Q Guo, R Ji, H Wang, Y Wang, Y Zhou","Prevalence of comorbidities in the novel Wuhan coronavirus (COVID-19) infection: a systematic review and meta-analysis.","Mar 2020","International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","32173574","kearneh","1","Yes","Meta Analysis",,,,,,,,"General",,,"Internal Medicine",,,,,,,,,,,,,,,,,,,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,,,,,"Yes",
"676","J Yang, Y Zheng, X Gou, K Pu, Z Chen, Q Guo, R Ji, H Wang, Y Wang, Y Zhou","Prevalence of comorbidities in the novel Wuhan coronavirus (COVID-19) infection: a systematic review and meta-analysis.","Mar 2020","International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","32173574","Daniellevin","1","Yes","Meta Analysis",,,,,,,,"General",,,,"ICU",,,,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,,,,,"Yes",
"679","X Liu, XJ Wang","Potential inhibitors against 2019-nCoV coronavirus M protease from clinically approved medicines.","Feb 2020","Journal of genetics and genomics = Yi chuan xue bao","32173287","Daniellevin","1","Yes","Animal or Laboratory Study",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,"Yes",
"679","X Liu, XJ Wang","Potential inhibitors against 2019-nCoV coronavirus M protease from clinically approved medicines.","Feb 2020","Journal of genetics and genomics = Yi chuan xue bao","32173287","jasper.ho","1","Yes","Animal or Laboratory Study",,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Virology",,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,,,,,"Yes",
"682","A Cortegiani, G Ingoglia, M Ippolito, A Giarratano, S Einav","A systematic review on the efficacy and safety of chloroquine for the treatment of COVID-19.","Mar 2020","Journal of critical care","32173110","kearneh","1","Yes","Systematic Review",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,,,,,"Yes",
"682","A Cortegiani, G Ingoglia, M Ippolito, A Giarratano, S Einav","A systematic review on the efficacy and safety of chloroquine for the treatment of COVID-19.","Mar 2020","Journal of critical care","32173110","Daniellevin","1","Yes","Systematic Review",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,"Reports of interventions/treatments",,,,,,,,"Yes",
"683","SY Fung, KS Yuen, ZW Ye, CP Chan, DY Jin","A tug-of-war between severe acute respiratory syndrome coronavirus 2 and host antiviral defence: lessons from other pathogenic viruses.","2020","Emerging microbes & infections","32172672","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,"Immunology",,,,,,,,,,,,,,,,,,,,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,,,,,"Yes",
